user_id,lifecycle_stage,days_since_signup,age_band,region,sessions_last_7d,exercises_completed_7d,streak_current,coins_balance,feature_ai_tutor_used,feature_leaderboard_viewed,feature_progress_checked,preferred_hour,notif_open_rate_30d,motivation_score,coins_balance_scaled,streak_scaled,time_window,sessions_last_7d_norm,exercises_completed_7d_norm,days_since_signup_norm,coins_balance_scaled_norm,streak_scaled_norm,notif_open_rate_30d_norm,motivation_score_norm,activeness_score,churn_risk,propensity_gamification,propensity_learning,propensity_achievement,propensity_social,dominant_drive
USR_000351,paid,76,45+,tier2,11,14,21,368,True,False,True,21,0.445,0.66,3.6725844460200943,4.459431618637297,night,0.4782608695652174,0.7,0.4222222222222222,0.9232853944225128,0.8694064265717518,0.6551204819277108,0.6777777777777778,0.9322,0.266,0.8963,0.88,0.8067,0.21,gamification
USR_000352,paid,14,25-34,tier2,8,10,28,308,True,True,True,21,0.553,0.85,3.5623252270891825,4.857980995127573,night,0.34782608695652173,0.5,0.07777777777777778,0.8955662968944317,0.9471072231886742,0.8177710843373495,0.888888888888889,0.7876,0.264,0.9213,0.8,0.9333,0.91,achievement
USR_000353,churned,58,25-34,tier3,0,1,0,12,False,False,True,16,0.117,0.26,1.5936926411670824,0.0,late_afternoon,0.0,0.05,0.32222222222222224,0.4006533165990964,0.0,0.16114457831325302,0.23333333333333336,0.1454,0.8287,0.2003,0.02,0.54,0.12,achievement
USR_000354,inactive,34,18-24,tier2,1,0,0,10,False,False,False,21,0.045,0.16,1.4898961024049782,0.0,night,0.043478260869565216,0.0,0.18888888888888888,0.3745589327559926,0.0,0.052710843373493965,0.12222222222222223,0.1287,0.887,0.1873,0.0,0.0733,0.21,social
USR_000355,paid,50,25-34,tier3,13,13,7,435,True,True,True,13,0.593,0.89,3.7762514455480045,3.0,afternoon,0.5652173913043478,0.65,0.2777777777777778,0.9493472121845111,0.5848770656813589,0.878012048192771,0.9333333333333333,0.93,0.1648,0.7671,0.86,0.96,0.82,achievement
USR_000356,paid,33,18-24,tier1,5,15,3,541,True,True,True,18,0.357,0.72,3.911468689039852,2.0,evening,0.21739130434782608,0.75,0.18333333333333332,0.983340741217012,0.3899180437875726,0.5225903614457831,0.7444444444444445,0.9031,0.2841,0.6866,0.9,0.8467,1.0,social
USR_000357,paid,39,18-24,tier2,21,9,23,296,True,True,True,17,0.359,0.87,3.5377146858629342,4.584962500721157,late_afternoon,0.9130434782608695,0.45,0.21666666666666667,0.8893792224793962,0.8938798045602853,0.5256024096385542,0.9111111111111111,0.9201,0.2369,0.8916,0.78,0.9467,0.91,achievement
USR_000358,churned,42,18-24,tier3,0,2,0,47,False,False,False,19,0.119,0.19,2.405312426779558,0.0,evening,0.0,0.1,0.23333333333333334,0.6046940146128323,0.0,0.16415662650602408,0.15555555555555559,0.179,0.8357,0.3023,0.04,0.0933,0.12,gamification
USR_000359,paid,46,45+,tier1,7,13,20,444,False,True,True,6,0.563,0.68,3.7889465850494126,4.392317422778761,early_morning,0.30434782608695654,0.65,0.25555555555555554,0.9525387621826353,0.8563219085919834,0.8328313253012046,0.7000000000000001,0.8753,0.2493,0.9044,0.26,0.82,1.0,social
USR_000360,paid,15,18-24,tier1,6,14,20,396,True,True,True,7,0.425,0.94,3.7180286573696626,4.392317422778761,early_morning,0.2608695652173913,0.7,0.08333333333333333,0.9347100402589279,0.8563219085919834,0.6249999999999999,0.9888888888888889,0.8899,0.2111,0.8955,0.88,0.9933,1.0,social
USR_000361,paid,24,45+,tier2,12,9,20,173,False,False,True,8,0.336,0.65,3.205501286726878,4.392317422778761,early_morning,0.5217391304347826,0.45,0.13333333333333333,0.8058609851829953,0.8563219085919834,0.49096385542168675,0.6666666666666667,0.8157,0.3401,0.8311,0.18,0.8,0.21,gamification
USR_000362,paid,34,35-44,tier3,15,16,12,320,True,True,True,7,0.353,0.59,3.585997992554641,3.700439718141092,early_morning,0.6521739130434783,0.8,0.18888888888888888,0.9015176150795133,0.7214341080257056,0.516566265060241,0.6,0.9719,0.2955,0.8115,0.92,0.76,0.82,learning
USR_000363,trial,1,25-34,tier3,9,4,5,48,True,True,True,14,0.396,0.71,2.418123910244335,2.584962500721156,afternoon,0.391304347826087,0.2,0.005555555555555556,0.6079148134093673,0.5039617607727125,0.5813253012048193,0.7333333333333333,0.4823,0.5703,0.5559,0.68,0.84,0.82,achievement
USR_000364,churned,147,25-34,tier2,2,1,0,20,False,False,False,12,0.103,0.34,1.8916681496081529,0.0,afternoon,0.08695652173913043,0.05,0.8166666666666667,0.4755641699458181,0.0,0.14006024096385541,0.3222222222222223,0.1738,0.7976,0.2378,0.02,0.1933,0.21,gamification
USR_000365,paid,50,18-24,tier2,19,18,14,493,True,True,True,20,0.635,0.94,3.8538519996756264,3.9068905956085187,evening,0.8260869565217391,0.9,0.2777777777777778,0.9688559421478942,0.761683569165869,0.9412650602409638,0.9888888888888889,0.9886,0.1189,0.8653,0.96,0.9933,0.91,achievement
USR_000366,paid,98,35-44,tier3,16,12,9,258,False,True,False,9,0.405,0.49,3.452651400075097,3.3219280948873626,mid_morning,0.6956521739130435,0.6,0.5444444444444444,0.8679943665220041,0.6476398521807292,0.5948795180722891,0.48888888888888893,0.9344,0.322,0.7578,0.24,0.2933,0.82,social
USR_000367,paid,19,18-24,tier1,12,4,16,131,True,False,True,19,0.549,0.73,3.0338554130377493,4.08746284125034,evening,0.5217391304347826,0.2,0.10555555555555556,0.7627093216829759,0.7968877575573631,0.8117469879518072,0.7555555555555555,0.5617,0.3525,0.7798,0.68,0.8533,0.3,achievement
USR_000368,churned,63,45+,tier2,0,0,0,21,True,False,True,17,0.119,0.32,1.9205726604783713,0.0,late_afternoon,0.0,0.0,0.35,0.48283074559891703,0.0,0.16415662650602408,0.30000000000000004,0.1172,0.8214,0.2414,0.6,0.58,0.21,learning
USR_000369,paid,92,18-24,tier2,18,4,27,171,True,True,True,19,0.566,0.79,3.19831814389685,4.807354922057604,evening,0.782608695652174,0.2,0.5111111111111111,0.8040551476431116,0.9372372135006297,0.8373493975903613,0.8222222222222223,0.708,0.279,0.8706,0.68,0.8933,0.91,social
USR_000370,trial,1,18-24,tier1,5,5,2,50,False,True,True,11,0.328,0.47,2.4429806222085735,1.5849625007211563,mid_morning,0.21739130434782608,0.25,0.005555555555555556,0.6141637749913994,0.3090027388789262,0.47891566265060237,0.4666666666666667,0.4383,0.7023,0.4616,0.1,0.68,1.0,social
USR_000371,paid,94,18-24,tier1,6,9,5,318,True,False,True,20,0.425,0.68,3.5821146365724776,2.584962500721156,evening,0.2608695652173913,0.45,0.5222222222222223,0.9005413418549288,0.5039617607727125,0.6249999999999999,0.7000000000000001,0.7006,0.3494,0.7023,0.78,0.82,0.3,achievement
USR_000372,trial,1,18-24,tier3,12,8,3,96,False,False,True,18,0.349,0.47,2.8424277464575374,2.0,evening,0.5217391304347826,0.4,0.005555555555555556,0.7145845280288982,0.3899180437875726,0.5105421686746987,0.4666666666666667,0.7755,0.5329,0.5523,0.16,0.68,0.12,achievement
USR_000373,paid,86,45+,tier1,7,7,6,230,True,True,True,11,0.308,0.74,3.381564252013131,2.807354922057604,mid_morning,0.30434782608695654,0.35,0.4777777777777778,0.8501231027018107,0.5473191697130572,0.44879518072289154,0.7666666666666667,0.6131,0.3963,0.6987,0.74,0.86,1.0,social
USR_000374,paid,52,35-44,tier2,13,5,5,265,False,True,True,18,0.489,0.82,3.4692213136307113,2.584962500721156,evening,0.5652173913043478,0.25,0.28888888888888886,0.8721600322534814,0.5039617607727125,0.7213855421686747,0.8555555555555555,0.6462,0.314,0.6881,0.1,0.9133,0.91,achievement
USR_000375,trial,7,18-24,tier1,6,4,5,60,False,True,False,19,0.247,0.7,2.554229543378943,2.584962500721156,evening,0.2608695652173913,0.2,0.03888888888888889,0.6421316830331528,0.5039617607727125,0.35692771084337344,0.7222222222222222,0.4038,0.6098,0.573,0.08,0.4333,1.0,social
USR_000376,churned,154,25-34,tier3,0,1,0,38,False,False,False,17,0.085,0.13,2.276298835653068,0.0,late_afternoon,0.0,0.05,0.8555555555555555,0.572260079840231,0.0,0.11295180722891568,0.0888888888888889,0.1454,0.8773,0.2861,0.02,0.0533,0.12,gamification
USR_000377,churned,45,25-34,tier2,0,1,0,24,False,True,True,8,0.082,0.37,2.0,0.0,early_morning,0.0,0.05,0.25,0.5027987282487452,0.0,0.10843373493975904,0.3555555555555556,0.1454,0.8062,0.2514,0.02,0.6133,0.91,social
USR_000378,paid,120,25-34,tier1,9,11,26,290,False,True,False,14,0.295,0.61,3.5250339409435227,4.754887502163469,afternoon,0.391304347826087,0.55,0.6666666666666666,0.8861912912700327,0.9270082166367787,0.42921686746987947,0.6222222222222222,0.8409,0.3529,0.9066,0.22,0.3733,1.0,social
USR_000379,paid,55,18-24,tier2,21,20,3,571,False,True,True,9,0.436,0.75,3.944941859718847,2.0,mid_morning,0.9130434782608695,1.0,0.3055555555555556,0.9917558750409379,0.3899180437875726,0.641566265060241,0.7777777777777778,0.9944,0.2218,0.6908,0.4,0.8667,0.91,social
USR_000380,churned,84,25-34,tier2,2,0,0,8,False,False,True,23,0.089,0.22,1.3652123889719707,0.0,night,0.08695652173913043,0.0,0.4666666666666667,0.34321352648226905,0.0,0.11897590361445783,0.18888888888888888,0.141,0.8509,0.1716,0.0,0.5133,0.21,achievement
USR_000381,trial,7,25-34,tier1,8,9,0,126,False,False,False,18,0.416,0.45,3.0098626663592656,0.0,evening,0.34782608695652173,0.45,0.03888888888888889,0.7566775604244079,0.0,0.6114457831325301,0.44444444444444453,0.7432,0.4872,0.3783,0.18,0.2667,0.3,gamification
USR_000382,trial,7,25-34,tier2,6,3,3,42,False,False,False,12,0.402,0.4,2.336965027750064,2.0,afternoon,0.2608695652173913,0.15,0.03888888888888889,0.5875115219572629,0.3899180437875726,0.5903614457831325,0.38888888888888895,0.3458,0.6832,0.4887,0.06,0.2333,0.21,gamification
USR_000383,paid,98,45+,tier2,9,10,25,303,False,True,False,16,0.33,0.48,3.552189032728723,4.700439718141093,late_afternoon,0.391304347826087,0.5,0.5444444444444444,0.8930180640775711,0.9163931299194921,0.4819277108433735,0.4777777777777778,0.8049,0.3916,0.9047,0.2,0.2867,0.91,social
USR_000384,inactive,23,18-24,tier2,1,0,0,36,False,False,True,18,0.075,0.2,2.2435894449529292,0.0,evening,0.043478260869565216,0.0,0.12777777777777777,0.5640369598173204,0.0,0.09789156626506024,0.1666666666666667,0.1287,0.866,0.282,0.0,0.5,0.21,achievement
USR_000385,churned,105,25-34,tier3,0,0,0,3,False,False,True,16,0.037,0.32,0.8613531161467861,0.0,late_afternoon,0.0,0.0,0.5833333333333334,0.21654362568584887,0.0,0.04066265060240963,0.30000000000000004,0.1172,0.846,0.1083,0.0,0.58,0.12,achievement
USR_000386,churned,36,18-24,tier3,0,0,0,7,False,True,False,22,0.02,0.36,1.2920296742201791,0.0,night,0.0,0.0,0.2,0.32481543852877326,0.0,0.015060240963855422,0.3444444444444445,0.1172,0.8391,0.1624,0.0,0.2067,0.82,social
USR_000387,paid,92,35-44,tier3,10,13,9,271,True,True,True,10,0.313,0.73,3.4830806600161606,3.3219280948873626,mid_morning,0.43478260869565216,0.65,0.5111111111111111,0.8756442631219628,0.6476398521807292,0.45632530120481923,0.7555555555555555,0.9061,0.2922,0.7616,0.86,0.8533,0.82,learning
USR_000388,churned,128,35-44,tier2,0,0,0,10,False,False,False,18,0.028,0.15,1.4898961024049782,0.0,evening,0.0,0.0,0.7111111111111111,0.3745589327559926,0.0,0.02710843373493976,0.11111111111111112,0.1172,0.8997,0.1873,0.0,0.0667,0.21,social
USR_000389,paid,104,25-34,tier2,19,7,22,284,True,True,True,12,0.542,0.68,3.512088994921136,4.523561956057013,afternoon,0.8260869565217391,0.35,0.5777777777777777,0.8829369400713803,0.8819092144288181,0.8012048192771084,0.7000000000000001,0.8501,0.264,0.8824,0.74,0.82,0.91,social
USR_000390,inactive,82,25-34,tier1,1,0,0,25,False,False,False,8,0.059,0.27,2.0243691992404753,0.0,early_morning,0.043478260869565216,0.0,0.45555555555555555,0.5089251294420208,0.0,0.07379518072289155,0.2444444444444445,0.1287,0.8498,0.2545,0.0,0.1467,0.3,social
USR_000391,paid,94,25-34,tier1,13,6,11,262,True,True,True,20,0.295,0.77,3.4621739609392486,3.5849625007211565,evening,0.5652173913043478,0.3,0.5222222222222223,0.8703883322680874,0.6989207826664989,0.42921686746987947,0.8,0.7006,0.3602,0.7847,0.72,0.88,1.0,social
USR_000392,trial,4,25-34,tier1,5,2,4,12,False,False,True,17,0.176,0.41,1.5936926411670824,2.321928094887362,late_afternoon,0.21739130434782608,0.1,0.022222222222222223,0.4006533165990964,0.4526808302869428,0.24999999999999994,0.4,0.2705,0.7876,0.4267,0.04,0.64,0.3,achievement
USR_000393,trial,2,25-34,tier2,11,7,1,105,False,False,False,12,0.3,0.63,2.8975576243628565,1.0,afternoon,0.4782608695652174,0.35,0.011111111111111112,0.7284441442785498,0.1949590218937863,0.43674698795180716,0.6444444444444445,0.708,0.5254,0.4617,0.14,0.3867,0.21,gamification
USR_000394,churned,48,18-24,tier1,0,0,0,12,False,False,True,11,0.138,0.4,1.5936926411670824,0.0,mid_morning,0.0,0.0,0.26666666666666666,0.4006533165990964,0.0,0.19277108433734938,0.38888888888888895,0.1172,0.7917,0.2003,0.0,0.6333,0.3,achievement
USR_000395,paid,26,18-24,tier2,15,11,22,318,True,True,True,11,0.482,0.55,3.5821146365724776,4.523561956057013,mid_morning,0.6521739130434783,0.55,0.14444444444444443,0.9005413418549288,0.8819092144288181,0.7108433734939759,0.5555555555555556,0.9091,0.2941,0.8912,0.82,0.7333,0.91,social
USR_000396,inactive,18,18-24,tier2,1,0,0,46,False,False,False,18,0.043,0.28,2.392231208153366,0.0,evening,0.043478260869565216,0.0,0.1,0.6014054045682358,0.0,0.04969879518072288,0.25555555555555565,0.1287,0.8516,0.3007,0.0,0.1533,0.21,gamification
USR_000397,churned,30,35-44,tier2,1,1,0,41,False,False,False,9,0.021,0.13,2.322344707681546,0.0,mid_morning,0.043478260869565216,0.05,0.16666666666666666,0.5838359827887426,0.0,0.016566265060240965,0.0888888888888889,0.1591,0.8911,0.2919,0.02,0.0533,0.21,gamification
USR_000398,trial,1,25-34,tier3,10,8,2,48,False,False,False,12,0.267,0.5,2.418123910244335,1.5849625007211563,afternoon,0.43478260869565216,0.4,0.005555555555555556,0.6079148134093673,0.3090027388789262,0.3870481927710843,0.5000000000000001,0.7364,0.5704,0.4585,0.16,0.3,0.12,gamification
USR_000399,paid,88,25-34,tier1,10,6,3,336,False,True,True,19,0.44,0.49,3.6162208466619985,2.0,evening,0.43478260869565216,0.3,0.4888888888888889,0.9091156213841266,0.3899180437875726,0.6475903614457831,0.48888888888888893,0.6298,0.4222,0.6495,0.12,0.6933,1.0,social
USR_000400,inactive,16,35-44,tier3,0,0,0,34,False,False,False,14,0.052,0.05,2.2090619551221677,0.0,afternoon,0.0,0.0,0.08888888888888889,0.5553567708290562,0.0,0.06325301204819277,0.0,0.1172,0.9225,0.2777,0.0,0.0,0.12,gamification
USR_000401,trial,0,25-34,tier3,9,5,0,45,False,True,True,6,0.411,0.85,2.378868651539773,0.0,early_morning,0.391304347826087,0.25,0.0,0.5980460663325026,0.0,0.6039156626506024,0.888888888888889,0.5442,0.4848,0.299,0.1,0.9333,0.82,achievement
USR_000402,churned,46,18-24,tier2,2,0,0,43,False,False,False,21,0.134,0.34,2.3512492185517644,0.0,night,0.08695652173913043,0.0,0.25555555555555554,0.5911025584418415,0.0,0.18674698795180725,0.3222222222222223,0.141,0.8014,0.2956,0.0,0.1933,0.21,gamification
USR_000403,paid,77,18-24,tier2,8,18,28,569,True,True,True,13,0.451,0.84,3.9427655529945294,4.857980995127573,afternoon,0.34782608695652173,0.9,0.42777777777777776,0.9912087529143049,0.9471072231886742,0.664156626506024,0.8777777777777778,0.9642,0.2043,0.9692,0.96,0.9267,0.91,gamification
USR_000404,trial,2,18-24,tier2,4,10,4,150,True,True,True,14,0.207,0.79,3.117411239074661,2.321928094887362,afternoon,0.17391304347826086,0.5,0.011111111111111112,0.7837152032175422,0.4526808302869428,0.2966867469879518,0.8222222222222223,0.708,0.5012,0.6182,0.8,0.8933,0.91,social
USR_000405,paid,109,18-24,tier2,19,15,9,402,True,True,True,19,0.307,0.79,3.727348856144405,3.3219280948873626,evening,0.8260869565217391,0.75,0.6055555555555555,0.9370531323044109,0.6476398521807292,0.447289156626506,0.8222222222222223,0.9763,0.2523,0.7923,0.9,0.8933,0.91,social
USR_000406,paid,46,18-24,tier3,11,4,10,236,True,True,True,21,0.424,0.55,3.397496789960219,3.4594316186372978,night,0.4782608695652174,0.2,0.25555555555555554,0.8541285326105961,0.6744474046779656,0.6234939759036144,0.5555555555555556,0.5354,0.4443,0.7643,0.68,0.7333,0.82,social
USR_000407,churned,79,25-34,tier2,0,0,0,13,False,True,False,7,0.062,0.37,1.6397385131955606,0.0,early_morning,0.0,0.0,0.4388888888888889,0.41222921954760805,0.0,0.07831325301204818,0.3555555555555556,0.1172,0.8235,0.2061,0.0,0.2133,0.91,social
USR_000408,paid,105,18-24,tier3,12,6,4,342,True,True,True,11,0.367,0.74,3.627185865366503,2.321928094887362,mid_morning,0.5217391304347826,0.3,0.5833333333333334,0.9118722201140509,0.4526808302869428,0.5376506024096385,0.7666666666666667,0.6778,0.3571,0.6823,0.72,0.86,0.82,achievement
USR_000409,trial,5,18-24,tier2,5,3,1,15,False,True,False,11,0.329,0.52,1.7227062322935722,1.0,mid_morning,0.21739130434782608,0.15,0.027777777777777776,0.43308725137169773,0.1949590218937863,0.48042168674698793,0.5222222222222223,0.3222,0.6781,0.314,0.06,0.3133,0.91,social
USR_000410,inactive,72,18-24,tier3,0,0,0,17,False,False,False,9,0.046,0.1,1.7958889470453636,0.0,mid_morning,0.0,0.0,0.4,0.4514853393251934,0.0,0.05421686746987951,0.055555555555555566,0.1172,0.9093,0.2257,0.0,0.0333,0.12,gamification
USR_000411,trial,2,35-44,tier2,9,3,1,24,False,False,False,16,0.306,0.45,2.0,1.0,late_afternoon,0.391304347826087,0.15,0.011111111111111112,0.5027987282487452,0.1949590218937863,0.4457831325301204,0.44444444444444453,0.421,0.7258,0.3489,0.06,0.2667,0.21,gamification
USR_000412,trial,3,35-44,tier2,7,8,1,112,False,True,True,16,0.473,0.72,2.9372912009775383,1.0,late_afternoon,0.30434782608695654,0.4,0.016666666666666666,0.7384331401738677,0.1949590218937863,0.6972891566265059,0.7444444444444445,0.6701,0.4489,0.4667,0.16,0.8467,0.91,social
USR_000413,inactive,67,35-44,tier3,1,0,0,28,True,False,False,18,0.07,0.22,2.0922185341675,0.0,evening,0.043478260869565216,0.0,0.37222222222222223,0.5259824090989363,0.0,0.09036144578313253,0.18888888888888888,0.1287,0.8615,0.263,0.6,0.1133,0.12,learning
USR_000414,paid,96,18-24,tier3,17,19,7,356,True,True,True,16,0.497,0.63,3.652042577330741,3.0,late_afternoon,0.7391304347826086,0.95,0.5333333333333333,0.918121181696083,0.5848770656813589,0.7334337349397589,0.6444444444444445,0.989,0.2397,0.7515,0.98,0.7867,0.82,learning
USR_000415,paid,31,18-24,tier3,18,10,17,349,False,True,True,16,0.305,0.79,3.6397385131955606,4.169925001442312,late_afternoon,0.782608695652174,0.5,0.17222222222222222,0.9150279477963532,0.8129644996516386,0.4442771084337349,0.8222222222222223,0.9148,0.275,0.864,0.2,0.8933,0.82,achievement
USR_000416,churned,83,25-34,tier2,2,0,0,23,True,False,False,21,0.031,0.32,1.9746358687061647,0.0,night,0.08695652173913043,0.0,0.46111111111111114,0.49642220176990787,0.0,0.03162650602409638,0.30000000000000004,0.141,0.8383,0.2482,0.6,0.18,0.21,learning
USR_000417,paid,90,18-24,tier2,15,5,25,187,False,True,True,18,0.56,0.59,3.253584324300152,4.700439718141093,evening,0.6521739130434783,0.25,0.5,0.8179490302540846,0.9163931299194921,0.8283132530120482,0.6,0.6931,0.34,0.8672,0.1,0.76,0.91,social
USR_000418,trial,6,35-44,tier2,5,2,2,18,False,True,False,17,0.33,0.61,1.8294828004351504,1.5849625007211563,late_afternoon,0.21739130434782608,0.1,0.03333333333333333,0.4599308127058732,0.3090027388789262,0.4819277108433735,0.6222222222222222,0.2705,0.6708,0.3845,0.04,0.3733,0.91,social
USR_000419,paid,96,25-34,tier2,17,18,5,326,True,True,True,12,0.666,0.9,3.597504523887204,2.584962500721156,afternoon,0.7391304347826086,0.9,0.5333333333333333,0.9044103497397968,0.5039617607727125,0.9879518072289156,0.9444444444444445,0.9859,0.1222,0.7042,0.96,0.9667,0.91,achievement
USR_000420,trial,3,25-34,tier2,8,7,2,63,False,True,True,15,0.422,0.88,2.5840593484403582,1.5849625007211563,late_afternoon,0.34782608695652173,0.35,0.016666666666666666,0.6496308770575465,0.3090027388789262,0.6204819277108433,0.9222222222222223,0.638,0.425,0.4793,0.14,0.9533,0.91,achievement
USR_000421,trial,5,18-24,tier3,7,5,4,35,False,False,False,18,0.25,0.56,2.226565505118757,2.321928094887362,evening,0.30434782608695654,0.25,0.027777777777777776,0.5597571521681179,0.4526808302869428,0.36144578313253006,0.5666666666666668,0.4911,0.6166,0.5062,0.1,0.34,0.12,gamification
USR_000422,inactive,43,18-24,tier3,1,1,0,18,False,False,False,23,0.055,0.06,1.8294828004351504,0.0,night,0.043478260869565216,0.05,0.2388888888888889,0.4599308127058732,0.0,0.0677710843373494,0.011111111111111106,0.1591,0.9019,0.23,0.02,0.0067,0.12,gamification
USR_000423,trial,2,18-24,tier3,4,3,7,30,False,True,True,20,0.39,0.69,2.133656214977323,3.0,evening,0.17391304347826086,0.15,0.011111111111111112,0.5363998157053146,0.5848770656813589,0.572289156626506,0.711111111111111,0.2994,0.6675,0.5606,0.06,0.8267,0.82,achievement
USR_000424,trial,4,25-34,tier3,4,2,6,26,False,False,True,22,0.367,0.78,2.047818583457956,2.807354922057604,night,0.17391304347826086,0.1,0.022222222222222223,0.5148202897234035,0.5473191697130572,0.5376506024096385,0.8111111111111111,0.2501,0.6115,0.5311,0.04,0.8867,0.12,achievement
USR_000425,trial,4,25-34,tier2,12,8,7,96,False,False,False,14,0.209,0.73,2.8424277464575374,3.0,afternoon,0.5217391304347826,0.4,0.022222222222222223,0.7145845280288982,0.5848770656813589,0.29969879518072284,0.7555555555555555,0.7755,0.4489,0.6497,0.16,0.4533,0.21,gamification
USR_000426,inactive,53,18-24,tier2,0,0,0,49,False,False,False,19,0.063,0.14,2.4306765580733933,0.0,evening,0.0,0.0,0.29444444444444445,0.6110705410916697,0.0,0.07981927710843373,0.10000000000000002,0.1172,0.8922,0.3055,0.0,0.06,0.21,gamification
USR_000427,trial,7,18-24,tier2,10,11,7,121,False,False,True,10,0.371,0.6,2.9849061014523364,3.0,mid_morning,0.43478260869565216,0.55,0.03888888888888889,0.7504034958760774,0.5848770656813589,0.5436746987951807,0.611111111111111,0.8546,0.4035,0.6676,0.22,0.7667,0.21,achievement
USR_000428,trial,5,35-44,tier2,2,4,2,48,False,True,False,18,0.29,0.59,2.418123910244335,1.5849625007211563,evening,0.08695652173913043,0.2,0.027777777777777776,0.6079148134093673,0.3090027388789262,0.4216867469879517,0.6,0.3069,0.6746,0.4585,0.08,0.36,0.91,social
USR_000429,trial,6,35-44,tier3,8,4,5,56,True,True,False,15,0.27,0.63,2.512088994921136,2.584962500721156,late_afternoon,0.34782608695652173,0.2,0.03333333333333333,0.6315375759470078,0.5039617607727125,0.39156626506024095,0.6444444444444445,0.4558,0.6024,0.5677,0.68,0.3867,0.82,social
USR_000430,churned,99,18-24,tier2,1,1,0,19,False,False,False,19,0.023,0.33,1.8613531161467862,0.0,evening,0.043478260869565216,0.05,0.55,0.4679429898102215,0.0,0.019578313253012045,0.31111111111111117,0.1591,0.8305,0.234,0.02,0.1867,0.21,gamification
USR_000431,churned,148,18-24,tier2,0,1,0,11,False,False,True,20,0.047,0.19,1.5439593106327716,0.0,evening,0.0,0.05,0.8222222222222222,0.3881503889269834,0.0,0.05572289156626505,0.15555555555555559,0.1454,0.8707,0.1941,0.02,0.4933,0.21,achievement
USR_000432,paid,23,25-34,tier1,15,10,27,275,True,True,True,11,0.519,0.73,3.492151404099151,4.807354922057604,mid_morning,0.6521739130434783,0.5,0.12777777777777777,0.8779246424165614,0.9372372135006297,0.766566265060241,0.7555555555555555,0.8864,0.2437,0.9076,0.8,0.8533,1.0,social
USR_000433,paid,28,25-34,tier3,13,6,15,190,True,True,True,18,0.636,0.81,3.263420966704541,4.0,evening,0.5652173913043478,0.3,0.15555555555555556,0.8204219558996668,0.7798360875751452,0.9427710843373494,0.8444444444444446,0.7006,0.2574,0.8001,0.72,0.9067,0.82,achievement
USR_000434,trial,3,25-34,tier1,9,3,0,45,False,False,False,18,0.275,0.74,2.378868651539773,0.0,evening,0.391304347826087,0.15,0.016666666666666666,0.5980460663325026,0.0,0.3990963855421687,0.7666666666666667,0.421,0.6325,0.299,0.06,0.46,0.3,achievement
USR_000435,churned,120,25-34,tier2,2,0,0,14,False,False,False,8,0.033,0.21,1.6826061944859854,0.0,early_morning,0.08695652173913043,0.0,0.6666666666666666,0.4230061273655071,0.0,0.03463855421686747,0.17777777777777776,0.141,0.8707,0.2115,0.0,0.1067,0.21,gamification
USR_000436,churned,164,35-44,tier2,2,1,0,22,False,False,True,6,0.02,0.32,1.9481920934663797,0.0,early_morning,0.08695652173913043,0.05,0.9111111111111111,0.4897742534895781,0.0,0.015060240963855422,0.30000000000000004,0.1738,0.8285,0.2449,0.02,0.58,0.21,achievement
USR_000437,trial,5,25-34,tier3,4,4,5,24,True,False,False,13,0.208,0.46,2.0,2.584962500721156,afternoon,0.17391304347826086,0.2,0.027777777777777776,0.5027987282487452,0.5039617607727125,0.2981927710843373,0.45555555555555566,0.3538,0.7239,0.5034,0.68,0.2733,0.12,learning
USR_000438,paid,10,35-44,tier1,14,12,3,271,False,True,True,6,0.32,0.47,3.4830806600161606,2.0,early_morning,0.6086956521739131,0.6,0.05555555555555555,0.8756442631219628,0.3899180437875726,0.46686746987951805,0.4666666666666667,0.9201,0.3949,0.6328,0.24,0.68,1.0,social
USR_000439,churned,82,35-44,tier3,1,0,0,32,False,False,False,16,0.05,0.1,2.1725022968909635,0.0,late_afternoon,0.043478260869565216,0.0,0.45555555555555555,0.5461656959971272,0.0,0.060240963855421686,0.055555555555555566,0.1287,0.9035,0.2731,0.0,0.0333,0.12,gamification
USR_000440,churned,47,25-34,tier2,0,1,0,6,False,False,False,17,0.118,0.17,1.2090619551221675,0.0,late_afternoon,0.0,0.05,0.2611111111111111,0.30395740670468363,0.0,0.16265060240963855,0.13333333333333336,0.1454,0.8554,0.152,0.02,0.08,0.21,social
USR_000441,inactive,74,35-44,tier3,0,0,0,7,False,False,False,7,0.026,0.26,1.2920296742201791,0.0,early_morning,0.0,0.0,0.4111111111111111,0.32481543852877326,0.0,0.024096385542168672,0.23333333333333336,0.1172,0.8673,0.1624,0.0,0.14,0.12,gamification
USR_000442,churned,163,18-24,tier2,0,1,0,19,True,False,True,16,0.085,0.27,1.8613531161467862,0.0,late_afternoon,0.0,0.05,0.9055555555555556,0.4679429898102215,0.0,0.11295180722891568,0.2444444444444445,0.1454,0.8353,0.234,0.62,0.5467,0.21,learning
USR_000443,churned,134,35-44,tier1,0,1,0,31,False,False,False,7,0.114,0.1,2.1533827903669653,0.0,early_morning,0.0,0.05,0.7444444444444445,0.5413590642146222,0.0,0.1566265060240964,0.055555555555555566,0.1454,0.8776,0.2707,0.02,0.0333,0.3,social
