user_id,lifecycle_stage,days_since_signup,age_band,region,sessions_last_7d,exercises_completed_7d,streak_current,coins_balance,feature_ai_tutor_used,feature_leaderboard_viewed,feature_progress_checked,preferred_hour,notif_open_rate_30d,motivation_score,coins_balance_scaled,streak_scaled,time_window,sessions_last_7d_norm,exercises_completed_7d_norm,days_since_signup_norm,coins_balance_scaled_norm,streak_scaled_norm,notif_open_rate_30d_norm,motivation_score_norm,activeness_score,churn_risk,propensity_gamification,propensity_learning,propensity_achievement,propensity_social,dominant_drive,segment_id,segment_name
USR_000309,paid,26,18-24,tier2,20,14,32,411,True,True,True,11,0.393,0.69,3.741072148749983,5.044394119358453,mid_morning,0.8695652173913043,0.7,0.1444444444444444,0.940503159339146,0.9834501435568916,0.5768072289156626,0.711111111111111,0.9728,0.2574,0.962,0.88,0.8267,0.91,gamification,2,Segment_2
USR_000310,churned,131,25-34,tier2,0,0,0,46,False,False,False,9,0.019,0.21,2.392231208153366,0.0,mid_morning,0.0,0.0,0.7277777777777777,0.6014054045682358,0.0,0.0135542168674698,0.1777777777777777,0.1172,0.8844,0.3007,0.0,0.1067,0.21,gamification,0,Segment_0
USR_000311,trial,1,18-24,tier3,5,5,0,30,False,True,False,19,0.548,0.87,2.133656214977323,0.0,evening,0.217391304347826,0.25,0.0055555555555555,0.5363998157053146,0.0,0.8102409638554217,0.9111111111111112,0.4383,0.4791,0.2682,0.1,0.5467,0.82,social,3,Segment_3
USR_000312,trial,6,18-24,tier2,6,4,2,40,True,False,True,20,0.46,0.71,2.3073720570481235,1.5849625007211563,evening,0.2608695652173913,0.2,0.0333333333333333,0.5800718679402438,0.3090027388789262,0.677710843373494,0.7333333333333333,0.4038,0.5362,0.4445,0.68,0.84,0.21,achievement,6,Segment_6
USR_000313,inactive,48,25-34,tier3,1,0,0,40,False,False,False,20,0.04,0.18,2.3073720570481235,0.0,evening,0.0434782608695652,0.0,0.2666666666666666,0.5800718679402438,0.0,0.0451807228915662,0.1444444444444444,0.1287,0.8825,0.29,0.0,0.0867,0.12,gamification,4,Segment_4
USR_000314,paid,77,18-24,tier2,9,6,13,284,True,True,True,21,0.324,0.69,3.512088994921136,3.807354922057604,night,0.391304347826087,0.3,0.4277777777777777,0.8829369400713803,0.7422781916068435,0.4728915662650602,0.711111111111111,0.6047,0.4085,0.8126,0.72,0.8267,0.91,social,2,Segment_2
USR_000315,paid,104,25-34,tier2,12,4,15,201,True,True,True,15,0.451,0.63,3.2982121623896794,4.0,late_afternoon,0.5217391304347826,0.2,0.5777777777777777,0.8291684403720373,0.7798360875751452,0.664156626506024,0.6444444444444445,0.5617,0.4059,0.8045,0.68,0.7867,0.91,social,2,Segment_2
USR_000316,trial,6,25-34,tier2,5,2,4,26,False,False,False,12,0.378,0.66,2.047818583457956,2.321928094887362,afternoon,0.217391304347826,0.1,0.0333333333333333,0.5148202897234035,0.4526808302869428,0.5542168674698795,0.6777777777777778,0.2705,0.6384,0.4838,0.04,0.4067,0.21,gamification,5,Segment_5
USR_000317,churned,76,25-34,tier3,0,0,0,1,False,False,False,8,0.123,0.24,0.430676558073393,0.0,early_morning,0.0,0.0,0.4222222222222222,0.1082718128429244,0.0,0.1701807228915662,0.2111111111111111,0.1172,0.8442,0.0541,0.0,0.1267,0.12,achievement,4,Segment_4
USR_000318,trial,7,18-24,tier2,11,4,1,20,True,True,False,6,0.315,0.65,1.8916681496081529,1.0,early_morning,0.4782608695652174,0.2,0.0388888888888888,0.4755641699458181,0.1949590218937863,0.4593373493975903,0.6666666666666667,0.5354,0.546,0.3353,0.68,0.4,0.91,social,1,Segment_1
USR_000319,trial,0,35-44,tier3,4,4,3,32,False,True,True,5,0.426,0.44,2.1725022968909635,2.0,night,0.1739130434782608,0.2,0.0,0.5461656959971272,0.3899180437875726,0.6265060240963854,0.4333333333333334,0.3538,0.7184,0.468,0.08,0.66,0.82,social,3,Segment_3
USR_000320,paid,12,45+,tier1,6,11,4,311,True,True,False,19,0.324,0.65,3.568328509873247,2.321928094887362,evening,0.2608695652173913,0.55,0.0666666666666666,0.8970755183690042,0.4526808302869428,0.4728915662650602,0.6666666666666667,0.7935,0.3904,0.6749,0.82,0.4,1.0,social,1,Segment_1
USR_000321,paid,33,18-24,tier2,12,5,24,222,True,True,True,21,0.538,0.94,3.3596647187727533,4.643856189774724,night,0.5217391304347826,0.25,0.1833333333333333,0.8446175739705591,0.9053616605738856,0.7951807228915663,0.9888888888888888,0.6215,0.2772,0.875,0.7,0.9933,0.91,achievement,2,Segment_2
USR_000322,trial,7,18-24,tier3,10,3,5,15,False,False,True,23,0.382,0.52,1.7227062322935722,2.584962500721156,night,0.4347826086956521,0.15,0.0388888888888888,0.4330872513716977,0.5039617607727125,0.5602409638554217,0.5222222222222223,0.4471,0.6056,0.4685,0.06,0.7133,0.12,achievement,5,Segment_5
USR_000323,trial,1,25-34,tier3,4,3,6,30,False,False,True,9,0.419,0.79,2.133656214977323,2.807354922057604,mid_morning,0.1739130434782608,0.15,0.0055555555555555,0.5363998157053146,0.5473191697130572,0.6159638554216866,0.8222222222222223,0.2994,0.621,0.5419,0.06,0.8933,0.12,achievement,5,Segment_5
USR_000324,churned,142,18-24,tier1,1,1,0,35,False,False,False,22,0.084,0.27,2.226565505118757,0.0,night,0.0434782608695652,0.05,0.7888888888888889,0.5597571521681179,0.0,0.1114457831325301,0.2444444444444445,0.1591,0.8302,0.2799,0.02,0.1467,0.3,social,0,Segment_0
USR_000325,trial,4,25-34,tier2,8,5,5,50,False,False,False,14,0.366,0.65,2.442980622208573,2.584962500721156,afternoon,0.3478260869565217,0.25,0.0222222222222222,0.6141637749913994,0.5039617607727125,0.5361445783132529,0.6666666666666667,0.5177,0.5369,0.5591,0.1,0.4,0.21,gamification,5,Segment_5
USR_000326,churned,129,25-34,tier2,0,1,0,2,False,False,False,7,0.083,0.15,0.6826061944859854,0.0,early_morning,0.0,0.05,0.7166666666666667,0.1716067632411345,0.0,0.1099397590361445,0.1111111111111111,0.1454,0.8719,0.0858,0.02,0.0667,0.21,social,0,Segment_0
USR_000327,churned,81,18-24,tier3,0,0,0,14,False,False,False,19,0.023,0.29,1.6826061944859854,0.0,evening,0.0,0.0,0.45,0.4230061273655071,0.0,0.019578313253012,0.2666666666666666,0.1172,0.8592,0.2115,0.0,0.16,0.12,gamification,4,Segment_4
USR_000328,paid,34,18-24,tier3,16,18,28,316,True,True,True,22,0.559,0.71,3.5782068568072725,4.857980995127573,night,0.6956521739130435,0.9,0.1888888888888888,0.8995589285068182,0.9471072231886742,0.8268072289156627,0.7333333333333333,0.9844,0.203,0.9233,0.96,0.84,0.82,learning,2,Segment_2
USR_000329,paid,17,25-34,tier3,19,17,5,447,True,True,True,11,0.524,0.83,3.793121303562526,2.584962500721156,mid_morning,0.8260869565217391,0.85,0.0944444444444444,0.9535882837622304,0.5039617607727125,0.7740963855421686,0.8666666666666667,0.9854,0.1797,0.7288,0.94,0.92,0.82,learning,2,Segment_2
USR_000330,churned,177,25-34,tier1,1,0,0,38,False,False,False,14,0.037,0.35,2.276298835653068,0.0,afternoon,0.0434782608695652,0.0,0.9833333333333332,0.572260079840231,0.0,0.0406626506024096,0.3333333333333333,0.1287,0.8324,0.2861,0.0,0.2,0.3,social,0,Segment_0
USR_000331,paid,49,25-34,tier2,18,10,21,322,True,True,True,14,0.507,0.87,3.5898572281577388,4.459431618637297,afternoon,0.782608695652174,0.5,0.2722222222222222,0.9024878244561382,0.8694064265717518,0.7484939759036144,0.9111111111111112,0.9148,0.1989,0.8859,0.8,0.9467,0.91,achievement,2,Segment_2
USR_000332,inactive,18,25-34,tier2,2,0,0,44,False,False,False,20,0.011,0.3,2.3652123889719707,0.0,evening,0.0869565217391304,0.0,0.1,0.5946128906066416,0.0,0.0015060240963855,0.2777777777777778,0.141,0.8503,0.2973,0.0,0.1667,0.21,gamification,4,Segment_4
USR_000333,churned,176,35-44,tier2,2,0,0,5,False,False,False,8,0.103,0.2,1.1132827525593785,0.0,early_morning,0.0869565217391304,0.0,0.9777777777777776,0.2798785760840589,0.0,0.1400602409638554,0.1666666666666667,0.141,0.8527,0.1399,0.0,0.1,0.21,social,0,Segment_0
USR_000334,paid,17,25-34,tier1,15,14,7,378,True,True,True,17,0.407,0.83,3.689198669430216,3.0,late_afternoon,0.6521739130434783,0.7,0.0944444444444444,0.9274621996232376,0.5848770656813589,0.5978915662650601,0.8666666666666667,0.9546,0.2223,0.7562,0.88,0.92,1.0,social,2,Segment_2
USR_000335,churned,141,35-44,tier2,1,1,0,19,False,False,True,18,0.055,0.16,1.8613531161467864,0.0,evening,0.0434782608695652,0.05,0.7833333333333333,0.4679429898102215,0.0,0.0677710843373494,0.1222222222222222,0.1591,0.8719,0.234,0.02,0.4733,0.21,achievement,0,Segment_0
USR_000336,paid,49,18-24,tier2,14,8,5,302,True,True,True,18,0.379,0.83,3.550141798802271,2.584962500721156,evening,0.6086956521739131,0.4,0.2722222222222222,0.8925033907702472,0.5039617607727125,0.555722891566265,0.8666666666666667,0.8104,0.2818,0.6982,0.76,0.92,0.91,achievement,2,Segment_2
USR_000337,trial,0,18-24,tier2,9,4,3,56,False,False,True,14,0.288,0.62,2.512088994921136,2.0,afternoon,0.391304347826087,0.2,0.0,0.6315375759470078,0.3899180437875726,0.4186746987951806,0.6333333333333333,0.4823,0.6416,0.5107,0.08,0.78,0.21,achievement,5,Segment_5
USR_000338,trial,3,25-34,tier3,5,4,3,40,False,True,True,14,0.237,0.74,2.3073720570481235,2.0,afternoon,0.217391304347826,0.2,0.0166666666666666,0.5800718679402438,0.3899180437875726,0.341867469879518,0.7666666666666667,0.3785,0.6666,0.485,0.08,0.86,0.82,achievement,3,Segment_3
USR_000339,paid,52,18-24,tier2,16,20,17,318,True,False,True,17,0.497,0.57,3.5821146365724776,4.169925001442312,late_afternoon,0.6956521739130435,1.0,0.2888888888888888,0.9005413418549288,0.8129644996516386,0.7334337349397589,0.5777777777777777,0.9904,0.2554,0.8568,1.0,0.7467,0.21,learning,2,Segment_2
USR_000340,churned,67,18-24,tier2,3,1,0,13,True,False,True,14,0.08,0.31,1.6397385131955606,0.0,afternoon,0.1304347826086956,0.05,0.3722222222222222,0.412229219547608,0.0,0.1054216867469879,0.2888888888888889,0.1896,0.8071,0.2061,0.62,0.5733,0.21,learning,0,Segment_0
USR_000341,paid,87,35-44,tier2,15,5,20,153,True,True,True,7,0.331,0.48,3.1296346156005392,4.392317422778761,early_morning,0.6521739130434783,0.25,0.4833333333333333,0.7867881523036008,0.8563219085919834,0.483433734939759,0.4777777777777778,0.6931,0.4315,0.8216,0.7,0.6867,0.91,social,2,Segment_2
USR_000342,paid,92,45+,tier1,7,12,16,286,True,False,True,7,0.412,0.72,3.5164340121702917,4.08746284125034,early_morning,0.3043478260869565,0.6,0.5111111111111111,0.8840292746449274,0.7968877575573631,0.6054216867469878,0.7444444444444445,0.8456,0.29,0.8405,0.84,0.8467,0.3,achievement,2,Segment_2
USR_000343,paid,33,25-34,tier1,11,9,26,329,True,True,True,15,0.294,0.48,3.603178854964357,4.754887502163469,late_afternoon,0.4782608695652174,0.45,0.1833333333333333,0.905836872964424,0.9270082166367788,0.4277108433734939,0.4777777777777778,0.7992,0.4033,0.9164,0.78,0.6867,1.0,social,2,Segment_2
USR_000344,paid,72,18-24,tier3,10,5,10,250,False,False,False,23,0.35,0.67,3.433156940347662,3.4594316186372978,night,0.4347826086956521,0.25,0.4,0.8630934717425787,0.6744474046779656,0.5120481927710843,0.688888888888889,0.5704,0.4193,0.7688,0.1,0.4133,0.12,gamification,5,Segment_5
USR_000345,churned,88,18-24,tier2,1,1,0,43,False,False,True,20,0.078,0.19,2.3512492185517644,0.0,evening,0.0434782608695652,0.05,0.4888888888888889,0.5911025584418415,0.0,0.1024096385542168,0.1555555555555555,0.1591,0.856,0.2956,0.02,0.4933,0.21,achievement,0,Segment_0
USR_000346,churned,164,35-44,tier2,2,0,0,46,False,False,True,6,0.079,0.31,2.392231208153366,0.0,early_morning,0.0869565217391304,0.0,0.9111111111111112,0.6014054045682358,0.0,0.1039156626506024,0.2888888888888889,0.141,0.8269,0.3007,0.0,0.5733,0.21,achievement,0,Segment_0
USR_000347,trial,0,18-24,tier3,10,9,3,72,False,False,False,23,0.247,0.61,2.665812336096604,2.0,night,0.4347826086956521,0.45,0.0,0.6701835261695945,0.3899180437875726,0.3569277108433734,0.6222222222222222,0.7816,0.5163,0.5301,0.18,0.3733,0.12,gamification,5,Segment_5
USR_000348,trial,4,18-24,tier3,9,7,4,84,True,True,False,12,0.409,0.52,2.760374427722588,2.321928094887362,afternoon,0.391304347826087,0.35,0.0222222222222222,0.6939563758746375,0.4526808302869428,0.6009036144578312,0.5222222222222223,0.6622,0.5021,0.5733,0.74,0.3133,0.82,social,1,Segment_1
USR_000349,churned,155,25-34,tier3,1,0,0,12,False,False,False,10,0.089,0.22,1.5936926411670824,0.0,mid_morning,0.0434782608695652,0.0,0.8611111111111112,0.4006533165990964,0.0,0.1189759036144578,0.1888888888888888,0.1287,0.8558,0.2003,0.0,0.1133,0.12,gamification,0,Segment_0
USR_000350,churned,142,18-24,tier3,2,1,0,20,False,False,True,21,0.059,0.24,1.8916681496081529,0.0,night,0.0869565217391304,0.05,0.7888888888888889,0.4755641699458181,0.0,0.0737951807228915,0.2111111111111111,0.1738,0.8408,0.2378,0.02,0.5267,0.12,achievement,0,Segment_0
USR_000351,paid,76,45+,tier2,11,14,21,368,True,False,True,21,0.445,0.66,3.6725844460200943,4.459431618637297,night,0.4782608695652174,0.7,0.4222222222222222,0.9232853944225128,0.8694064265717518,0.6551204819277108,0.6777777777777778,0.9322,0.266,0.8963,0.88,0.8067,0.21,gamification,2,Segment_2
USR_000352,paid,14,25-34,tier2,8,10,28,308,True,True,True,21,0.553,0.85,3.5623252270891825,4.857980995127573,night,0.3478260869565217,0.5,0.0777777777777777,0.8955662968944317,0.9471072231886742,0.8177710843373495,0.888888888888889,0.7876,0.264,0.9213,0.8,0.9333,0.91,achievement,2,Segment_2
USR_000353,churned,58,25-34,tier3,0,1,0,12,False,False,True,16,0.117,0.26,1.5936926411670824,0.0,late_afternoon,0.0,0.05,0.3222222222222222,0.4006533165990964,0.0,0.161144578313253,0.2333333333333333,0.1454,0.8287,0.2003,0.02,0.54,0.12,achievement,0,Segment_0
USR_000354,inactive,34,18-24,tier2,1,0,0,10,False,False,False,21,0.045,0.16,1.4898961024049782,0.0,night,0.0434782608695652,0.0,0.1888888888888888,0.3745589327559926,0.0,0.0527108433734939,0.1222222222222222,0.1287,0.887,0.1873,0.0,0.0733,0.21,social,4,Segment_4
USR_000355,paid,50,25-34,tier3,13,13,7,435,True,True,True,13,0.593,0.89,3.776251445548005,3.0,afternoon,0.5652173913043478,0.65,0.2777777777777778,0.9493472121845112,0.5848770656813589,0.878012048192771,0.9333333333333332,0.93,0.1648,0.7671,0.86,0.96,0.82,achievement,2,Segment_2
USR_000356,paid,33,18-24,tier1,5,15,3,541,True,True,True,18,0.357,0.72,3.911468689039852,2.0,evening,0.217391304347826,0.75,0.1833333333333333,0.983340741217012,0.3899180437875726,0.5225903614457831,0.7444444444444445,0.9031,0.2841,0.6866,0.9,0.8467,1.0,social,2,Segment_2
USR_000357,paid,39,18-24,tier2,21,9,23,296,True,True,True,17,0.359,0.87,3.5377146858629342,4.584962500721157,late_afternoon,0.9130434782608696,0.45,0.2166666666666666,0.8893792224793962,0.8938798045602853,0.5256024096385542,0.9111111111111112,0.9201,0.2369,0.8916,0.78,0.9467,0.91,achievement,2,Segment_2
USR_000358,churned,42,18-24,tier3,0,2,0,47,False,False,False,19,0.119,0.19,2.405312426779558,0.0,evening,0.0,0.1,0.2333333333333333,0.6046940146128323,0.0,0.164156626506024,0.1555555555555555,0.179,0.8357,0.3023,0.04,0.0933,0.12,gamification,4,Segment_4
USR_000359,paid,46,45+,tier1,7,13,20,444,False,True,True,6,0.563,0.68,3.7889465850494126,4.392317422778761,early_morning,0.3043478260869565,0.65,0.2555555555555555,0.9525387621826352,0.8563219085919834,0.8328313253012046,0.7000000000000001,0.8753,0.2493,0.9044,0.26,0.82,1.0,social,7,Segment_7
USR_000360,paid,15,18-24,tier1,6,14,20,396,True,True,True,7,0.425,0.94,3.718028657369663,4.392317422778761,early_morning,0.2608695652173913,0.7,0.0833333333333333,0.934710040258928,0.8563219085919834,0.6249999999999999,0.9888888888888888,0.8899,0.2111,0.8955,0.88,0.9933,1.0,social,2,Segment_2
USR_000361,paid,24,45+,tier2,12,9,20,173,False,False,True,8,0.336,0.65,3.205501286726878,4.392317422778761,early_morning,0.5217391304347826,0.45,0.1333333333333333,0.8058609851829953,0.8563219085919834,0.4909638554216867,0.6666666666666667,0.8157,0.3401,0.8311,0.18,0.8,0.21,gamification,7,Segment_7
USR_000362,paid,34,35-44,tier3,15,16,12,320,True,True,True,7,0.353,0.59,3.585997992554641,3.700439718141092,early_morning,0.6521739130434783,0.8,0.1888888888888888,0.9015176150795132,0.7214341080257056,0.516566265060241,0.6,0.9719,0.2955,0.8115,0.92,0.76,0.82,learning,2,Segment_2
USR_000363,trial,1,25-34,tier3,9,4,5,48,True,True,True,14,0.396,0.71,2.418123910244335,2.584962500721156,afternoon,0.391304347826087,0.2,0.0055555555555555,0.6079148134093673,0.5039617607727125,0.5813253012048193,0.7333333333333333,0.4823,0.5703,0.5559,0.68,0.84,0.82,achievement,1,Segment_1
USR_000364,churned,147,25-34,tier2,2,1,0,20,False,False,False,12,0.103,0.34,1.8916681496081529,0.0,afternoon,0.0869565217391304,0.05,0.8166666666666667,0.4755641699458181,0.0,0.1400602409638554,0.3222222222222223,0.1738,0.7976,0.2378,0.02,0.1933,0.21,gamification,0,Segment_0
USR_000365,paid,50,18-24,tier2,19,18,14,493,True,True,True,20,0.635,0.94,3.8538519996756255,3.906890595608519,evening,0.8260869565217391,0.9,0.2777777777777778,0.9688559421478942,0.761683569165869,0.9412650602409638,0.9888888888888888,0.9886,0.1189,0.8653,0.96,0.9933,0.91,achievement,2,Segment_2
USR_000366,paid,98,35-44,tier3,16,12,9,258,False,True,False,9,0.405,0.49,3.452651400075097,3.321928094887362,mid_morning,0.6956521739130435,0.6,0.5444444444444444,0.8679943665220041,0.6476398521807292,0.5948795180722891,0.4888888888888889,0.9344,0.322,0.7578,0.24,0.2933,0.82,social,7,Segment_7
USR_000367,paid,19,18-24,tier1,12,4,16,131,True,False,True,19,0.549,0.73,3.0338554130377493,4.08746284125034,evening,0.5217391304347826,0.2,0.1055555555555555,0.7627093216829759,0.7968877575573631,0.8117469879518072,0.7555555555555555,0.5617,0.3525,0.7798,0.68,0.8533,0.3,achievement,6,Segment_6
USR_000368,churned,63,45+,tier2,0,0,0,21,True,False,True,17,0.119,0.32,1.9205726604783715,0.0,late_afternoon,0.0,0.0,0.35,0.482830745598917,0.0,0.164156626506024,0.3,0.1172,0.8214,0.2414,0.6,0.58,0.21,learning,0,Segment_0
USR_000369,paid,92,18-24,tier2,18,4,27,171,True,True,True,19,0.566,0.79,3.19831814389685,4.807354922057604,evening,0.782608695652174,0.2,0.5111111111111111,0.8040551476431116,0.9372372135006296,0.8373493975903613,0.8222222222222223,0.708,0.279,0.8706,0.68,0.8933,0.91,social,2,Segment_2
USR_000370,trial,1,18-24,tier1,5,5,2,50,False,True,True,11,0.328,0.47,2.442980622208573,1.5849625007211563,mid_morning,0.217391304347826,0.25,0.0055555555555555,0.6141637749913994,0.3090027388789262,0.4789156626506023,0.4666666666666667,0.4383,0.7023,0.4616,0.1,0.68,1.0,social,3,Segment_3
USR_000371,paid,94,18-24,tier1,6,9,5,318,True,False,True,20,0.425,0.68,3.5821146365724776,2.584962500721156,evening,0.2608695652173913,0.45,0.5222222222222223,0.9005413418549288,0.5039617607727125,0.6249999999999999,0.7000000000000001,0.7006,0.3494,0.7023,0.78,0.82,0.3,achievement,6,Segment_6
USR_000372,trial,1,18-24,tier3,12,8,3,96,False,False,True,18,0.349,0.47,2.8424277464575374,2.0,evening,0.5217391304347826,0.4,0.0055555555555555,0.7145845280288982,0.3899180437875726,0.5105421686746987,0.4666666666666667,0.7755,0.5329,0.5523,0.16,0.68,0.12,achievement,5,Segment_5
USR_000373,paid,86,45+,tier1,7,7,6,230,True,True,True,11,0.308,0.74,3.381564252013131,2.807354922057604,mid_morning,0.3043478260869565,0.35,0.4777777777777778,0.8501231027018107,0.5473191697130572,0.4487951807228915,0.7666666666666667,0.6131,0.3963,0.6987,0.74,0.86,1.0,social,1,Segment_1
USR_000374,paid,52,35-44,tier2,13,5,5,265,False,True,True,18,0.489,0.82,3.4692213136307117,2.584962500721156,evening,0.5652173913043478,0.25,0.2888888888888888,0.8721600322534814,0.5039617607727125,0.7213855421686747,0.8555555555555555,0.6462,0.314,0.6881,0.1,0.9133,0.91,achievement,7,Segment_7
USR_000375,trial,7,18-24,tier1,6,4,5,60,False,True,False,19,0.247,0.7,2.554229543378943,2.584962500721156,evening,0.2608695652173913,0.2,0.0388888888888888,0.6421316830331528,0.5039617607727125,0.3569277108433734,0.7222222222222222,0.4038,0.6098,0.573,0.08,0.4333,1.0,social,3,Segment_3
USR_000376,churned,154,25-34,tier3,0,1,0,38,False,False,False,17,0.085,0.13,2.276298835653068,0.0,late_afternoon,0.0,0.05,0.8555555555555555,0.572260079840231,0.0,0.1129518072289156,0.0888888888888889,0.1454,0.8773,0.2861,0.02,0.0533,0.12,gamification,0,Segment_0
USR_000377,churned,45,25-34,tier2,0,1,0,24,False,True,True,8,0.082,0.37,2.0,0.0,early_morning,0.0,0.05,0.25,0.5027987282487452,0.0,0.108433734939759,0.3555555555555556,0.1454,0.8062,0.2514,0.02,0.6133,0.91,social,0,Segment_0
USR_000378,paid,120,25-34,tier1,9,11,26,290,False,True,False,14,0.295,0.61,3.5250339409435227,4.754887502163469,afternoon,0.391304347826087,0.55,0.6666666666666666,0.8861912912700327,0.9270082166367788,0.4292168674698794,0.6222222222222222,0.8409,0.3529,0.9066,0.22,0.3733,1.0,social,7,Segment_7
USR_000379,paid,55,18-24,tier2,21,20,3,571,False,True,True,9,0.436,0.75,3.944941859718847,2.0,mid_morning,0.9130434782608696,1.0,0.3055555555555556,0.991755875040938,0.3899180437875726,0.641566265060241,0.7777777777777778,0.9944,0.2218,0.6908,0.4,0.8667,0.91,social,7,Segment_7
USR_000380,churned,84,25-34,tier2,2,0,0,8,False,False,True,23,0.089,0.22,1.3652123889719707,0.0,night,0.0869565217391304,0.0,0.4666666666666667,0.343213526482269,0.0,0.1189759036144578,0.1888888888888888,0.141,0.8509,0.1716,0.0,0.5133,0.21,achievement,0,Segment_0
USR_000381,trial,7,25-34,tier1,8,9,0,126,False,False,False,18,0.416,0.45,3.0098626663592656,0.0,evening,0.3478260869565217,0.45,0.0388888888888888,0.7566775604244079,0.0,0.6114457831325301,0.4444444444444445,0.7432,0.4872,0.3783,0.18,0.2667,0.3,gamification,5,Segment_5
USR_000382,trial,7,25-34,tier2,6,3,3,42,False,False,False,12,0.402,0.4,2.336965027750064,2.0,afternoon,0.2608695652173913,0.15,0.0388888888888888,0.5875115219572629,0.3899180437875726,0.5903614457831325,0.3888888888888889,0.3458,0.6832,0.4887,0.06,0.2333,0.21,gamification,5,Segment_5
USR_000383,paid,98,45+,tier2,9,10,25,303,False,True,False,16,0.33,0.48,3.552189032728723,4.700439718141093,late_afternoon,0.391304347826087,0.5,0.5444444444444444,0.8930180640775711,0.916393129919492,0.4819277108433735,0.4777777777777778,0.8049,0.3916,0.9047,0.2,0.2867,0.91,social,7,Segment_7
USR_000384,inactive,23,18-24,tier2,1,0,0,36,False,False,True,18,0.075,0.2,2.243589444952929,0.0,evening,0.0434782608695652,0.0,0.1277777777777777,0.5640369598173204,0.0,0.0978915662650602,0.1666666666666667,0.1287,0.866,0.282,0.0,0.5,0.21,achievement,4,Segment_4
USR_000385,churned,105,25-34,tier3,0,0,0,3,False,False,True,16,0.037,0.32,0.8613531161467861,0.0,late_afternoon,0.0,0.0,0.5833333333333334,0.2165436256858488,0.0,0.0406626506024096,0.3,0.1172,0.846,0.1083,0.0,0.58,0.12,achievement,0,Segment_0
USR_000386,churned,36,18-24,tier3,0,0,0,7,False,True,False,22,0.02,0.36,1.2920296742201791,0.0,night,0.0,0.0,0.2,0.3248154385287732,0.0,0.0150602409638554,0.3444444444444445,0.1172,0.8391,0.1624,0.0,0.2067,0.82,social,4,Segment_4
USR_000387,paid,92,35-44,tier3,10,13,9,271,True,True,True,10,0.313,0.73,3.483080660016161,3.321928094887362,mid_morning,0.4347826086956521,0.65,0.5111111111111111,0.8756442631219628,0.6476398521807292,0.4563253012048192,0.7555555555555555,0.9061,0.2922,0.7616,0.86,0.8533,0.82,learning,2,Segment_2
USR_000388,churned,128,35-44,tier2,0,0,0,10,False,False,False,18,0.028,0.15,1.4898961024049782,0.0,evening,0.0,0.0,0.7111111111111111,0.3745589327559926,0.0,0.0271084337349397,0.1111111111111111,0.1172,0.8997,0.1873,0.0,0.0667,0.21,social,0,Segment_0
USR_000389,paid,104,25-34,tier2,19,7,22,284,True,True,True,12,0.542,0.68,3.512088994921136,4.523561956057013,afternoon,0.8260869565217391,0.35,0.5777777777777777,0.8829369400713803,0.8819092144288181,0.8012048192771084,0.7000000000000001,0.8501,0.264,0.8824,0.74,0.82,0.91,social,2,Segment_2
USR_000390,inactive,82,25-34,tier1,1,0,0,25,False,False,False,8,0.059,0.27,2.0243691992404758,0.0,early_morning,0.0434782608695652,0.0,0.4555555555555555,0.5089251294420208,0.0,0.0737951807228915,0.2444444444444445,0.1287,0.8498,0.2545,0.0,0.1467,0.3,social,4,Segment_4
USR_000391,paid,94,25-34,tier1,13,6,11,262,True,True,True,20,0.295,0.77,3.462173960939249,3.5849625007211565,evening,0.5652173913043478,0.3,0.5222222222222223,0.8703883322680874,0.6989207826664989,0.4292168674698794,0.8,0.7006,0.3602,0.7847,0.72,0.88,1.0,social,2,Segment_2
USR_000392,trial,4,25-34,tier1,5,2,4,12,False,False,True,17,0.176,0.41,1.5936926411670824,2.321928094887362,late_afternoon,0.217391304347826,0.1,0.0222222222222222,0.4006533165990964,0.4526808302869428,0.2499999999999999,0.4,0.2705,0.7876,0.4267,0.04,0.64,0.3,achievement,5,Segment_5
USR_000393,trial,2,25-34,tier2,11,7,1,105,False,False,False,12,0.3,0.63,2.8975576243628565,1.0,afternoon,0.4782608695652174,0.35,0.0111111111111111,0.7284441442785498,0.1949590218937863,0.4367469879518071,0.6444444444444445,0.708,0.5254,0.4617,0.14,0.3867,0.21,gamification,5,Segment_5
USR_000394,churned,48,18-24,tier1,0,0,0,12,False,False,True,11,0.138,0.4,1.5936926411670824,0.0,mid_morning,0.0,0.0,0.2666666666666666,0.4006533165990964,0.0,0.1927710843373493,0.3888888888888889,0.1172,0.7917,0.2003,0.0,0.6333,0.3,achievement,0,Segment_0
USR_000395,paid,26,18-24,tier2,15,11,22,318,True,True,True,11,0.482,0.55,3.5821146365724776,4.523561956057013,mid_morning,0.6521739130434783,0.55,0.1444444444444444,0.9005413418549288,0.8819092144288181,0.7108433734939759,0.5555555555555556,0.9091,0.2941,0.8912,0.82,0.7333,0.91,social,2,Segment_2
USR_000396,inactive,18,18-24,tier2,1,0,0,46,False,False,False,18,0.043,0.28,2.392231208153366,0.0,evening,0.0434782608695652,0.0,0.1,0.6014054045682358,0.0,0.0496987951807228,0.2555555555555556,0.1287,0.8516,0.3007,0.0,0.1533,0.21,gamification,4,Segment_4
