user_id,lifecycle_stage,days_since_signup,age_band,region,sessions_last_7d,exercises_completed_7d,streak_current,coins_balance,feature_ai_tutor_used,feature_leaderboard_viewed,feature_progress_checked,preferred_hour,notif_open_rate_30d,motivation_score
USR_000320,paid,12,45+,tier1,6,11,4,311,True,True,False,19,0.324,0.65
USR_000321,paid,33,18-24,tier2,12,5,24,222,True,True,True,21,0.538,0.94
USR_000322,trial,7,18-24,tier3,10,3,5,15,False,False,True,23,0.382,0.52
USR_000323,trial,1,25-34,tier3,4,3,6,30,False,False,True,9,0.419,0.79
USR_000324,churned,142,18-24,tier1,1,1,0,35,False,False,False,22,0.084,0.27
USR_000325,trial,4,25-34,tier2,8,5,5,50,False,False,False,14,0.366,0.65
USR_000326,churned,129,25-34,tier2,0,1,0,2,False,False,False,7,0.083,0.15
USR_000327,churned,81,18-24,tier3,0,0,0,14,False,False,False,19,0.023,0.29
USR_000328,paid,34,18-24,tier3,16,18,28,316,True,True,True,22,0.559,0.71
USR_000329,paid,17,25-34,tier3,19,17,5,447,True,True,True,11,0.524,0.83
USR_000330,churned,177,25-34,tier1,1,0,0,38,False,False,False,14,0.037,0.35
USR_000331,paid,49,25-34,tier2,18,10,21,322,True,True,True,14,0.507,0.87
USR_000332,inactive,18,25-34,tier2,2,0,0,44,False,False,False,20,0.011,0.3
USR_000333,churned,176,35-44,tier2,2,0,0,5,False,False,False,8,0.103,0.2
USR_000334,paid,17,25-34,tier1,15,14,7,378,True,True,True,17,0.407,0.83
USR_000335,churned,141,35-44,tier2,1,1,0,19,False,False,True,18,0.055,0.16
USR_000336,paid,49,18-24,tier2,14,8,5,302,True,True,True,18,0.379,0.83
USR_000337,trial,0,18-24,tier2,9,4,3,56,False,False,True,14,0.288,0.62
USR_000338,trial,3,25-34,tier3,5,4,3,40,False,True,True,14,0.237,0.74
USR_000339,paid,52,18-24,tier2,16,20,17,318,True,False,True,17,0.497,0.57
USR_000340,churned,67,18-24,tier2,3,1,0,13,True,False,True,14,0.08,0.31
USR_000341,paid,87,35-44,tier2,15,5,20,153,True,True,True,7,0.331,0.48
USR_000342,paid,92,45+,tier1,7,12,16,286,True,False,True,7,0.412,0.72
USR_000343,paid,33,25-34,tier1,11,9,26,329,True,True,True,15,0.294,0.48
USR_000344,paid,72,18-24,tier3,10,5,10,250,False,False,False,23,0.35,0.67
USR_000345,churned,88,18-24,tier2,1,1,0,43,False,False,True,20,0.078,0.19
USR_000346,churned,164,35-44,tier2,2,0,0,46,False,False,True,6,0.079,0.31
USR_000347,trial,0,18-24,tier3,10,9,3,72,False,False,False,23,0.247,0.61
USR_000348,trial,4,18-24,tier3,9,7,4,84,True,True,False,12,0.409,0.52
USR_000349,churned,155,25-34,tier3,1,0,0,12,False,False,False,10,0.089,0.22
USR_000350,churned,142,18-24,tier3,2,1,0,20,False,False,True,21,0.059,0.24
USR_000351,paid,76,45+,tier2,11,14,21,368,True,False,True,21,0.445,0.66
USR_000352,paid,14,25-34,tier2,8,10,28,308,True,True,True,21,0.553,0.85
USR_000353,churned,58,25-34,tier3,0,1,0,12,False,False,True,16,0.117,0.26
USR_000354,inactive,34,18-24,tier2,1,0,0,10,False,False,False,21,0.045,0.16
USR_000355,paid,50,25-34,tier3,13,13,7,435,True,True,True,13,0.593,0.89
USR_000356,paid,33,18-24,tier1,5,15,3,541,True,True,True,18,0.357,0.72
USR_000357,paid,39,18-24,tier2,21,9,23,296,True,True,True,17,0.359,0.87
USR_000358,churned,42,18-24,tier3,0,2,0,47,False,False,False,19,0.119,0.19
USR_000359,paid,46,45+,tier1,7,13,20,444,False,True,True,6,0.563,0.68
USR_000360,paid,15,18-24,tier1,6,14,20,396,True,True,True,7,0.425,0.94
USR_000361,paid,24,45+,tier2,12,9,20,173,False,False,True,8,0.336,0.65
USR_000362,paid,34,35-44,tier3,15,16,12,320,True,True,True,7,0.353,0.59
USR_000363,trial,1,25-34,tier3,9,4,5,48,True,True,True,14,0.396,0.71
USR_000364,churned,147,25-34,tier2,2,1,0,20,False,False,False,12,0.103,0.34
USR_000365,paid,50,18-24,tier2,19,18,14,493,True,True,True,20,0.635,0.94
USR_000366,paid,98,35-44,tier3,16,12,9,258,False,True,False,9,0.405,0.49
USR_000367,paid,19,18-24,tier1,12,4,16,131,True,False,True,19,0.549,0.73
USR_000368,churned,63,45+,tier2,0,0,0,21,True,False,True,17,0.119,0.32
USR_000369,paid,92,18-24,tier2,18,4,27,171,True,True,True,19,0.566,0.79
USR_000370,trial,1,18-24,tier1,5,5,2,50,False,True,True,11,0.328,0.47
USR_000371,paid,94,18-24,tier1,6,9,5,318,True,False,True,20,0.425,0.68
USR_000372,trial,1,18-24,tier3,12,8,3,96,False,False,True,18,0.349,0.47
USR_000373,paid,86,45+,tier1,7,7,6,230,True,True,True,11,0.308,0.74
USR_000374,paid,52,35-44,tier2,13,5,5,265,False,True,True,18,0.489,0.82
USR_000375,trial,7,18-24,tier1,6,4,5,60,False,True,False,19,0.247,0.7
USR_000376,churned,154,25-34,tier3,0,1,0,38,False,False,False,17,0.085,0.13
USR_000377,churned,45,25-34,tier2,0,1,0,24,False,True,True,8,0.082,0.37
USR_000378,paid,120,25-34,tier1,9,11,26,290,False,True,False,14,0.295,0.61
USR_000379,paid,55,18-24,tier2,21,20,3,571,False,True,True,9,0.436,0.75
USR_000380,churned,84,25-34,tier2,2,0,0,8,False,False,True,23,0.089,0.22
USR_000381,trial,7,25-34,tier1,8,9,0,126,False,False,False,18,0.416,0.45
USR_000382,trial,7,25-34,tier2,6,3,3,42,False,False,False,12,0.402,0.4
USR_000383,paid,98,45+,tier2,9,10,25,303,False,True,False,16,0.33,0.48
USR_000384,inactive,23,18-24,tier2,1,0,0,36,False,False,True,18,0.075,0.2
USR_000385,churned,105,25-34,tier3,0,0,0,3,False,False,True,16,0.037,0.32
USR_000386,churned,36,18-24,tier3,0,0,0,7,False,True,False,22,0.02,0.36
USR_000387,paid,92,35-44,tier3,10,13,9,271,True,True,True,10,0.313,0.73
USR_000388,churned,128,35-44,tier2,0,0,0,10,False,False,False,18,0.028,0.15
USR_000389,paid,104,25-34,tier2,19,7,22,284,True,True,True,12,0.542,0.68
USR_000390,inactive,82,25-34,tier1,1,0,0,25,False,False,False,8,0.059,0.27
USR_000391,paid,94,25-34,tier1,13,6,11,262,True,True,True,20,0.295,0.77
USR_000392,trial,4,25-34,tier1,5,2,4,12,False,False,True,17,0.176,0.41
USR_000393,trial,2,25-34,tier2,11,7,1,105,False,False,False,12,0.3,0.63
USR_000394,churned,48,18-24,tier1,0,0,0,12,False,False,True,11,0.138,0.4
USR_000395,paid,26,18-24,tier2,15,11,22,318,True,True,True,11,0.482,0.55
USR_000396,inactive,18,18-24,tier2,1,0,0,46,False,False,False,18,0.043,0.28
USR_000397,churned,30,35-44,tier2,1,1,0,41,False,False,False,9,0.021,0.13
USR_000398,trial,1,25-34,tier3,10,8,2,48,False,False,False,12,0.267,0.5
USR_000399,paid,88,25-34,tier1,10,6,3,336,False,True,True,19,0.44,0.49
USR_000400,inactive,16,35-44,tier3,0,0,0,34,False,False,False,14,0.052,0.05
USR_000401,trial,0,25-34,tier3,9,5,0,45,False,True,True,6,0.411,0.85
USR_000402,churned,46,18-24,tier2,2,0,0,43,False,False,False,21,0.134,0.34
USR_000403,paid,77,18-24,tier2,8,18,28,569,True,True,True,13,0.451,0.84
USR_000404,trial,2,18-24,tier2,4,10,4,150,True,True,True,14,0.207,0.79
USR_000405,paid,109,18-24,tier2,19,15,9,402,True,True,True,19,0.307,0.79
USR_000406,paid,46,18-24,tier3,11,4,10,236,True,True,True,21,0.424,0.55
USR_000407,churned,79,25-34,tier2,0,0,0,13,False,True,False,7,0.062,0.37
USR_000408,paid,105,18-24,tier3,12,6,4,342,True,True,True,11,0.367,0.74
USR_000409,trial,5,18-24,tier2,5,3,1,15,False,True,False,11,0.329,0.52
USR_000410,inactive,72,18-24,tier3,0,0,0,17,False,False,False,9,0.046,0.1
USR_000411,trial,2,35-44,tier2,9,3,1,24,False,False,False,16,0.306,0.45
USR_000412,trial,3,35-44,tier2,7,8,1,112,False,True,True,16,0.473,0.72
USR_000413,inactive,67,35-44,tier3,1,0,0,28,True,False,False,18,0.07,0.22
USR_000414,paid,96,18-24,tier3,17,19,7,356,True,True,True,16,0.497,0.63
USR_000415,paid,31,18-24,tier3,18,10,17,349,False,True,True,16,0.305,0.79
USR_000416,churned,83,25-34,tier2,2,0,0,23,True,False,False,21,0.031,0.32
USR_000417,paid,90,18-24,tier2,15,5,25,187,False,True,True,18,0.56,0.59
USR_000418,trial,6,35-44,tier2,5,2,2,18,False,True,False,17,0.33,0.61
USR_000419,paid,96,25-34,tier2,17,18,5,326,True,True,True,12,0.666,0.9
USR_000420,trial,3,25-34,tier2,8,7,2,63,False,True,True,15,0.422,0.88
USR_000421,trial,5,18-24,tier3,7,5,4,35,False,False,False,18,0.25,0.56
USR_000422,inactive,43,18-24,tier3,1,1,0,18,False,False,False,23,0.055,0.06
USR_000423,trial,2,18-24,tier3,4,3,7,30,False,True,True,20,0.39,0.69
USR_000424,trial,4,25-34,tier3,4,2,6,26,False,False,True,22,0.367,0.78
USR_000425,trial,4,25-34,tier2,12,8,7,96,False,False,False,14,0.209,0.73
USR_000426,inactive,53,18-24,tier2,0,0,0,49,False,False,False,19,0.063,0.14
USR_000427,trial,7,18-24,tier2,10,11,7,121,False,False,True,10,0.371,0.6
USR_000428,trial,5,35-44,tier2,2,4,2,48,False,True,False,18,0.29,0.59
USR_000429,trial,6,35-44,tier3,8,4,5,56,True,True,False,15,0.27,0.63
USR_000430,churned,99,18-24,tier2,1,1,0,19,False,False,False,19,0.023,0.33
USR_000431,churned,148,18-24,tier2,0,1,0,11,False,False,True,20,0.047,0.19
USR_000432,paid,23,25-34,tier1,15,10,27,275,True,True,True,11,0.519,0.73
USR_000433,paid,28,25-34,tier3,13,6,15,190,True,True,True,18,0.636,0.81
USR_000434,trial,3,25-34,tier1,9,3,0,45,False,False,False,18,0.275,0.74
USR_000435,churned,120,25-34,tier2,2,0,0,14,False,False,False,8,0.033,0.21
USR_000436,churned,164,35-44,tier2,2,1,0,22,False,False,True,6,0.02,0.32
USR_000437,trial,5,25-34,tier3,4,4,5,24,True,False,False,13,0.208,0.46
USR_000438,paid,10,35-44,tier1,14,12,3,271,False,True,True,6,0.32,0.47
USR_000439,churned,82,35-44,tier3,1,0,0,32,False,False,False,16,0.05,0.1
USR_000440,churned,47,25-34,tier2,0,1,0,6,False,False,False,17,0.118,0.17
USR_000441,inactive,74,35-44,tier3,0,0,0,7,False,False,False,7,0.026,0.26
USR_000442,churned,163,18-24,tier2,0,1,0,19,True,False,True,16,0.085,0.27
USR_000443,churned,134,35-44,tier1,0,1,0,31,False,False,False,7,0.114,0.1
USR_000444,churned,51,25-34,tier2,0,0,0,12,False,False,True,14,0.043,0.39
USR_000445,paid,115,45+,tier1,9,8,19,350,True,True,True,19,0.395,0.68
USR_000446,paid,23,18-24,tier2,10,12,23,397,True,True,True,20,0.561,0.56
USR_000447,trial,1,25-34,tier1,8,5,3,65,True,False,True,17,0.416,0.6
USR_000448,paid,63,45+,tier1,14,4,12,235,True,True,True,14,0.545,0.71
USR_000449,paid,105,18-24,tier2,7,15,24,521,True,True,True,18,0.436,0.81
USR_000450,paid,49,25-34,tier3,5,12,6,414,False,True,True,18,0.399,0.66
USR_000451,inactive,45,25-34,tier1,0,0,0,29,False,False,False,6,0.034,0.26
USR_000452,churned,137,25-34,tier2,0,1,0,43,False,False,False,20,0.031,0.4
USR_000453,trial,5,25-34,tier3,4,4,6,36,False,False,True,20,0.214,0.5
USR_000454,trial,3,45+,tier2,7,8,4,80,False,True,False,12,0.298,0.62
USR_000455,churned,106,25-34,tier2,1,1,0,45,False,False,False,9,0.019,0.22
USR_000456,paid,92,18-24,tier2,22,16,18,359,True,True,True,18,0.526,0.92
USR_000457,trial,4,25-34,tier1,10,5,5,75,False,False,True,12,0.235,0.81
USR_000458,paid,32,25-34,tier1,5,14,10,256,False,True,True,9,0.368,0.68
USR_000459,churned,40,18-24,tier2,3,1,0,23,True,False,False,22,0.067,0.36
USR_000460,churned,65,35-44,tier2,0,1,0,5,False,False,False,15,0.066,0.13
USR_000461,trial,5,18-24,tier3,11,8,6,88,False,True,True,14,0.27,0.77
USR_000462,trial,5,25-34,tier2,9,3,4,30,True,True,False,8,0.317,0.64
USR_000463,churned,38,18-24,tier3,2,1,0,23,False,False,False,16,0.128,0.31
USR_000464,inactive,44,25-34,tier2,1,0,0,13,False,False,False,20,0.025,0.15
USR_000465,inactive,54,18-24,tier2,2,0,0,21,False,False,False,18,0.035,0.06
USR_000466,churned,71,35-44,tier3,1,0,0,41,False,False,False,5,0.023,0.25
USR_000467,trial,0,25-34,tier2,6,7,2,98,True,False,False,20,0.365,0.44
USR_000468,churned,152,35-44,tier2,2,0,0,24,False,False,True,11,0.061,0.26
USR_000469,inactive,16,35-44,tier1,1,0,0,27,False,False,False,7,0.039,0.24
USR_000470,paid,29,18-24,tier3,21,6,24,214,False,True,True,12,0.52,0.7
USR_000471,trial,3,25-34,tier1,7,9,1,126,False,True,True,12,0.256,0.7
USR_000472,paid,90,18-24,tier2,13,4,7,140,False,True,True,20,0.513,0.65
USR_000473,trial,3,18-24,tier2,8,5,4,55,False,False,False,8,0.345,0.74
USR_000474,trial,0,25-34,tier2,8,4,3,24,False,True,True,17,0.235,0.87
USR_000475,trial,4,45+,tier2,8,8,1,80,False,False,True,8,0.48,0.75
USR_000476,churned,172,25-34,tier3,2,1,0,27,False,False,True,11,0.086,0.12
USR_000477,trial,7,35-44,tier2,5,7,3,49,False,False,True,6,0.438,0.61
USR_000478,churned,174,25-34,tier3,2,1,0,43,False,False,False,7,0.112,0.39
USR_000479,trial,1,18-24,tier2,7,7,7,63,True,True,False,20,0.341,0.82
USR_000480,paid,91,18-24,tier3,15,11,31,341,False,True,True,22,0.623,0.95
USR_000481,churned,127,25-34,tier2,0,0,0,41,False,True,False,15,0.065,0.33
USR_000482,churned,155,25-34,tier1,2,1,0,28,False,False,True,14,0.042,0.35
USR_000483,inactive,68,25-34,tier2,0,0,0,41,False,False,False,22,0.054,0.1
USR_000484,churned,164,18-24,tier2,0,1,0,27,False,False,False,16,0.047,0.34
USR_000485,trial,0,18-24,tier1,7,6,3,30,False,False,True,19,0.41,0.63
USR_000486,trial,2,25-34,tier1,10,2,2,20,True,False,False,16,0.442,0.71
USR_000487,inactive,37,35-44,tier1,0,0,0,29,False,True,False,5,0.056,0.19
USR_000488,churned,154,35-44,tier3,0,1,0,12,False,False,False,6,0.033,0.28
USR_000489,trial,0,18-24,tier3,5,7,5,84,False,False,True,16,0.31,0.62
USR_000490,paid,102,18-24,tier3,17,19,17,266,True,True,True,22,0.327,0.89
USR_000491,paid,116,25-34,tier3,12,12,22,409,True,True,True,19,0.674,0.95
USR_000492,churned,110,25-34,tier2,1,0,0,10,True,False,False,16,0.071,0.37
USR_000493,trial,3,18-24,tier2,8,7,5,77,False,False,True,22,0.446,0.86
USR_000494,inactive,60,35-44,tier2,1,0,0,38,False,False,False,6,0.023,0.19
USR_000495,paid,71,35-44,tier3,8,6,3,132,False,True,True,19,0.506,0.46
USR_000496,trial,3,18-24,tier1,7,10,5,140,False,False,False,22,0.481,0.78
USR_000497,churned,142,25-34,tier3,2,1,0,32,False,False,False,8,0.087,0.39
USR_000498,trial,5,25-34,tier3,4,4,3,32,False,True,False,13,0.209,0.65
USR_000499,paid,39,25-34,tier3,17,10,10,338,True,True,True,18,0.339,0.58
USR_000500,trial,7,25-34,tier3,11,6,4,60,False,False,False,16,0.209,0.87
USR_000501,trial,0,45+,tier1,5,1,5,9,False,False,False,16,0.383,0.38
USR_000502,paid,119,35-44,tier3,8,12,24,381,True,True,False,17,0.372,0.45
USR_000503,paid,52,25-34,tier2,19,15,14,393,True,True,True,19,0.498,0.59
USR_000504,inactive,84,18-24,tier1,0,0,0,27,False,False,False,22,0.027,0.06
USR_000505,inactive,61,18-24,tier1,0,0,0,15,False,False,False,8,0.034,0.24
USR_000506,churned,166,45+,tier2,2,0,0,6,False,False,True,9,0.1,0.27
USR_000507,trial,5,25-34,tier3,7,3,2,45,True,True,True,9,0.185,0.61
USR_000508,paid,58,25-34,tier2,18,12,21,342,True,True,True,15,0.38,0.95
USR_000509,churned,165,18-24,tier3,0,0,0,7,False,False,False,19,0.065,0.32
USR_000510,paid,23,18-24,tier2,12,20,12,485,False,True,True,10,0.587,0.72
USR_000511,trial,5,25-34,tier1,3,2,3,14,False,True,True,20,0.407,0.53
USR_000512,churned,145,25-34,tier2,2,0,0,2,False,False,False,21,0.05,0.13
USR_000513,inactive,25,35-44,tier3,1,0,0,39,False,False,False,15,0.023,0.22
USR_000514,paid,74,35-44,tier3,7,9,24,287,False,True,True,18,0.324,0.5
USR_000515,churned,41,25-34,tier2,1,1,0,34,True,False,False,7,0.116,0.15
USR_000516,trial,1,18-24,tier2,5,11,5,77,False,True,False,16,0.172,0.43
USR_000517,paid,113,18-24,tier2,21,5,10,268,True,True,True,23,0.384,0.77
USR_000518,paid,89,18-24,tier1,8,17,10,555,True,True,True,21,0.429,0.93
USR_000519,trial,2,25-34,tier1,6,9,5,126,False,False,True,6,0.314,0.64
USR_000520,trial,7,45+,tier1,4,3,3,39,False,True,False,8,0.226,0.73
USR_000521,paid,23,18-24,tier2,20,16,34,453,True,True,True,22,0.662,0.9
USR_000522,trial,3,25-34,tier2,7,7,0,77,False,True,True,21,0.405,0.75
USR_000523,paid,58,25-34,tier2,13,15,21,471,True,False,True,18,0.362,0.53
USR_000524,paid,9,35-44,tier3,6,8,7,258,False,False,True,17,0.298,0.45
USR_000525,trial,4,25-34,tier2,7,8,4,56,False,False,True,12,0.282,0.4
USR_000526,paid,95,25-34,tier2,14,6,19,207,True,True,True,21,0.564,0.84
USR_000527,churned,166,18-24,tier3,2,1,0,26,False,False,False,22,0.047,0.1
USR_000528,trial,5,25-34,tier2,8,2,5,28,False,False,True,15,0.238,0.42
USR_000529,churned,138,45+,tier1,2,1,0,40,True,False,True,10,0.018,0.16
USR_000530,inactive,74,35-44,tier1,0,0,0,40,False,False,False,16,0.06,0.11
USR_000531,paid,12,18-24,tier3,11,18,23,298,True,True,True,19,0.459,0.85
USR_000532,paid,20,18-24,tier2,16,11,30,279,True,True,True,18,0.528,0.85
USR_000533,churned,162,25-34,tier1,0,0,0,16,True,False,False,17,0.088,0.26
USR_000534,paid,31,25-34,tier2,9,15,4,297,True,False,True,13,0.559,0.64
USR_000535,paid,9,25-34,tier2,13,13,7,275,False,True,True,14,0.579,0.61
USR_000536,trial,7,25-34,tier2,8,4,4,20,False,True,True,16,0.475,0.88
USR_000537,paid,96,35-44,tier2,7,12,8,262,False,True,True,7,0.357,0.78
USR_000538,trial,2,25-34,tier2,5,3,4,21,True,True,True,9,0.485,0.78
USR_000539,trial,0,25-34,tier1,4,3,0,36,True,False,False,14,0.248,0.77
USR_000540,trial,6,35-44,tier2,10,2,0,30,False,True,True,12,0.391,0.81
USR_000541,trial,3,18-24,tier2,12,5,1,60,False,True,True,18,0.329,0.52
USR_000542,trial,1,18-24,tier2,5,5,7,60,True,False,True,20,0.359,0.78
USR_000543,churned,132,25-34,tier2,2,1,0,24,False,False,False,10,0.06,0.16
USR_000544,paid,78,45+,tier2,5,12,9,430,True,True,True,8,0.42,0.65
USR_000545,paid,11,25-34,tier2,8,7,21,194,True,False,True,18,0.532,0.66
USR_000546,trial,5,25-34,tier2,5,4,2,52,False,True,False,23,0.533,0.81
USR_000547,inactive,58,18-24,tier2,1,0,0,25,False,False,False,21,0.019,0.19
USR_000548,trial,3,25-34,tier1,7,7,5,77,False,False,True,9,0.431,0.72
USR_000549,trial,5,25-34,tier2,4,9,2,99,False,False,True,10,0.323,0.77
USR_000550,churned,180,25-34,tier2,0,1,0,25,False,False,False,18,0.078,0.15
USR_000551,inactive,82,18-24,tier2,0,0,0,44,False,False,False,20,0.023,0.29
USR_000552,paid,57,18-24,tier1,9,7,21,183,True,True,True,22,0.38,0.53
USR_000553,trial,6,25-34,tier3,11,8,0,112,False,False,True,18,0.432,0.5
USR_000554,trial,3,25-34,tier2,3,3,0,42,False,False,False,20,0.305,0.6
USR_000555,trial,7,18-24,tier2,7,10,6,110,False,False,True,14,0.355,0.6
USR_000556,paid,80,35-44,tier1,5,11,3,352,True,True,True,17,0.314,0.77
USR_000557,paid,55,35-44,tier1,5,4,20,243,True,True,True,14,0.28,0.55
USR_000558,trial,0,25-34,tier1,2,2,6,24,False,False,True,17,0.228,0.54
USR_000559,trial,2,35-44,tier3,9,6,1,72,False,True,False,5,0.221,0.42
USR_000560,paid,94,18-24,tier1,13,10,4,303,True,True,True,12,0.537,0.79
USR_000561,paid,33,18-24,tier2,21,10,10,244,True,False,True,14,0.462,0.54
USR_000562,churned,72,35-44,tier1,0,0,0,14,False,False,False,12,0.061,0.17
USR_000563,trial,6,25-34,tier1,8,1,1,11,False,True,False,7,0.411,0.48
USR_000564,trial,1,25-34,tier3,9,8,6,56,True,True,True,18,0.295,0.68
USR_000565,trial,5,25-34,tier3,11,7,0,35,False,False,False,19,0.285,0.41
USR_000566,trial,4,25-34,tier3,5,5,1,40,True,False,True,14,0.33,0.44
USR_000567,inactive,56,25-34,tier3,0,0,0,46,False,False,False,19,0.023,0.06
USR_000568,trial,3,18-24,tier2,11,8,1,64,False,True,True,10,0.358,0.84
USR_000569,trial,2,45+,tier3,3,5,4,40,True,True,False,8,0.419,0.74
USR_000570,paid,81,25-34,tier2,12,13,10,388,True,False,True,8,0.463,0.85
USR_000571,churned,127,35-44,tier1,1,0,0,18,False,False,False,12,0.048,0.16
USR_000572,paid,25,25-34,tier1,14,6,26,277,False,False,True,15,0.37,0.48
USR_000573,paid,17,18-24,tier3,12,4,30,264,True,True,True,15,0.577,0.67
USR_000574,churned,44,25-34,tier2,2,1,0,41,True,False,False,18,0.089,0.17
USR_000575,trial,2,25-34,tier3,5,6,6,84,True,False,True,21,0.321,0.82
USR_000576,inactive,68,18-24,tier3,0,0,0,46,False,False,False,21,0.063,0.18
USR_000577,inactive,58,18-24,tier2,1,0,0,49,False,True,False,18,0.016,0.24
USR_000578,churned,140,25-34,tier2,0,0,0,3,False,False,False,20,0.035,0.16
USR_000579,churned,134,35-44,tier1,1,1,0,15,True,True,True,6,0.02,0.25
USR_000580,paid,15,25-34,tier1,8,16,19,462,True,True,True,14,0.482,0.81
USR_000581,paid,55,18-24,tier2,17,10,13,180,True,True,True,7,0.546,0.61
USR_000582,paid,25,25-34,tier3,5,5,17,213,True,True,True,18,0.643,0.93
USR_000583,trial,5,25-34,tier3,3,4,0,24,True,True,True,15,0.394,0.8
USR_000584,trial,7,45+,tier3,10,7,5,91,True,True,True,12,0.351,0.65
USR_000585,trial,7,25-34,tier1,4,5,0,55,True,True,False,18,0.197,0.69
USR_000586,inactive,55,18-24,tier3,1,0,0,46,False,False,False,13,0.045,0.11
USR_000587,paid,36,35-44,tier2,17,13,18,408,True,True,True,12,0.509,0.75
USR_000588,trial,1,18-24,tier1,6,7,1,63,False,True,True,17,0.453,0.87
USR_000589,trial,6,25-34,tier3,5,4,4,48,False,False,True,15,0.368,0.8
USR_000590,trial,3,35-44,tier2,7,5,3,30,False,False,False,16,0.235,0.45
USR_000591,trial,3,35-44,tier2,7,7,2,35,True,False,True,17,0.473,0.84
USR_000592,inactive,64,35-44,tier3,0,0,0,25,True,False,False,14,0.031,0.08
USR_000593,paid,97,25-34,tier2,19,14,18,433,True,False,False,7,0.543,0.54
USR_000594,churned,153,25-34,tier2,0,0,0,9,False,True,False,17,0.096,0.32
USR_000595,paid,29,45+,tier2,16,4,26,200,True,False,True,13,0.547,0.52
USR_000596,trial,2,18-24,tier2,10,5,5,75,False,False,False,20,0.274,0.8
USR_000597,paid,23,18-24,tier1,12,13,17,343,True,True,True,21,0.491,0.51
USR_000598,paid,81,25-34,tier2,7,8,23,266,True,True,True,15,0.611,0.89
USR_000599,paid,109,25-34,tier3,14,14,8,361,True,True,True,6,0.453,0.8
USR_000600,trial,1,25-34,tier2,8,9,0,45,False,True,True,15,0.535,0.89
USR_000601,trial,4,18-24,tier3,9,6,4,36,False,False,True,19,0.245,0.75
USR_000602,churned,66,18-24,tier1,0,1,0,16,False,False,True,20,0.026,0.28
USR_000603,trial,7,25-34,tier1,3,3,2,24,False,True,False,23,0.404,0.71
USR_000604,churned,160,25-34,tier2,1,0,0,7,False,True,False,7,0.034,0.4
USR_000605,churned,52,25-34,tier2,1,0,0,6,False,True,False,22,0.063,0.36
USR_000606,churned,108,18-24,tier2,2,1,0,20,False,False,False,12,0.022,0.2
USR_000607,inactive,82,25-34,tier2,1,0,0,36,False,False,False,18,0.019,0.2
USR_000608,churned,124,18-24,tier3,2,0,0,27,False,False,False,18,0.049,0.31
USR_000609,paid,37,25-34,tier3,9,16,28,437,True,True,True,19,0.591,0.68
USR_000610,trial,7,25-34,tier2,10,2,6,26,False,True,True,18,0.404,0.74
USR_000611,churned,31,25-34,tier2,2,1,0,38,False,False,False,21,0.071,0.17
USR_000612,trial,3,25-34,tier1,4,4,0,60,True,False,True,22,0.259,0.55
USR_000613,trial,1,25-34,tier3,5,5,1,65,False,False,False,21,0.411,0.4
USR_000614,churned,154,18-24,tier2,0,0,0,27,False,False,False,17,0.017,0.19
USR_000615,paid,27,18-24,tier2,12,19,3,419,True,True,True,17,0.626,0.85
USR_000616,inactive,31,25-34,tier2,0,0,0,2,False,False,True,15,0.066,0.27
USR_000617,trial,4,18-24,tier2,4,6,4,66,True,False,False,17,0.421,0.74
USR_000618,trial,2,45+,tier3,3,5,4,45,False,True,False,16,0.27,0.44
USR_000619,trial,2,18-24,tier2,11,4,2,24,True,False,False,18,0.285,0.46
USR_000620,churned,68,25-34,tier1,0,0,0,26,False,False,False,7,0.025,0.38
USR_000621,paid,36,25-34,tier3,10,10,16,262,True,True,True,14,0.441,0.79
USR_000622,trial,5,18-24,tier2,5,6,7,30,True,False,True,16,0.174,0.45
USR_000623,churned,122,35-44,tier1,1,0,0,8,False,False,False,12,0.113,0.22
USR_000624,paid,91,25-34,tier1,16,6,14,145,False,True,True,16,0.484,0.52
USR_000625,trial,5,25-34,tier3,11,5,5,70,True,True,False,16,0.19,0.86
USR_000626,trial,0,45+,tier2,9,6,4,66,False,False,False,7,0.382,0.53
USR_000627,paid,34,25-34,tier2,8,6,9,220,False,True,True,19,0.483,0.81
USR_000628,trial,3,18-24,tier1,3,4,0,32,False,False,True,21,0.337,0.47
USR_000629,inactive,58,18-24,tier1,1,1,0,3,False,False,False,22,0.032,0.29
USR_000630,paid,101,18-24,tier2,22,7,33,269,False,True,True,12,0.542,0.74
USR_000631,inactive,70,25-34,tier2,0,0,0,30,False,False,False,19,0.037,0.25
USR_000632,trial,2,18-24,tier1,4,6,5,36,True,True,True,17,0.376,0.72
USR_000633,trial,6,25-34,tier2,4,6,5,90,False,True,True,20,0.447,0.8
USR_000634,inactive,48,18-24,tier3,0,0,0,12,False,False,False,17,0.064,0.29
USR_000635,trial,2,35-44,tier3,5,5,1,30,True,False,True,5,0.332,0.6
USR_000636,paid,36,35-44,tier1,4,8,5,279,True,False,True,19,0.55,0.68
USR_000637,trial,4,18-24,tier1,6,7,0,98,False,False,True,14,0.376,0.86
USR_000638,trial,4,25-34,tier3,8,4,6,20,False,True,True,21,0.399,0.54
USR_000639,inactive,32,45+,tier3,0,0,0,5,False,True,False,19,0.029,0.21
USR_000640,trial,5,18-24,tier3,6,5,5,55,False,True,False,20,0.239,0.61
USR_000641,paid,76,25-34,tier2,18,9,19,192,True,True,True,19,0.357,0.69
