"user_id","segment_id","lifecycle_day","notif_1_template_id","notif_1_time","notif_1_channel","notif_2_template_id","notif_2_time","notif_2_channel","notif_3_template_id","notif_3_time","notif_3_channel","notif_4_template_id","notif_4_time","notif_4_channel","notif_5_template_id","notif_5_time","notif_5_channel","notif_6_template_id","notif_6_time","notif_6_channel","notif_7_template_id","notif_7_time","notif_7_channel","notif_8_template_id","notif_8_time","notif_8_channel","notif_9_template_id","notif_9_time","notif_9_channel"
"USR_000276","3","Day 3","Inactive_Socialite_Day_1_Scarcity_and_Impatience_T1","night","Push","Inactive_Socialite_Day_1_Scarcity_and_Impatience_T2","night","Push","Inactive_Socialite_Day_1_Scarcity_and_Impatience_T3","night","Push","Inactive_Socialite_Day_1_Scarcity_and_Impatience_T4","night","In-App","Inactive_Socialite_Day_1_Scarcity_and_Impatience_T5","night","In-App","Inactive_Socialite_Day_1_Scarcity_and_Impatience_T1","early_morning","In-App","Inactive_Socialite_Day_1_Scarcity_and_Impatience_T2","mid_morning","In-App","Inactive_Socialite_Day_1_Scarcity_and_Impatience_T3","mid_morning","In-App","Inactive_Socialite_Day_1_Scarcity_and_Impatience_T4","afternoon","In-App"
"USR_000277","1","Day 2","Inactive_Social_Learners_Day_1_Social_Influence_T1","evening","Push","Inactive_Social_Learners_Day_1_Social_Influence_T2","night","Push","Inactive_Social_Learners_Day_1_Social_Influence_T3","night","Push","Inactive_Social_Learners_Day_1_Social_Influence_T4","night","In-App","Inactive_Social_Learners_Day_1_Social_Influence_T5","night","In-App","Inactive_Social_Learners_Day_1_Social_Influence_T1","night","In-App","Inactive_Social_Learners_Day_1_Social_Influence_T2","early_morning","In-App","Inactive_Social_Learners_Day_1_Social_Influence_T3","mid_morning","In-App","Inactive_Social_Learners_Day_1_Social_Influence_T4","mid_morning","In-App"
"USR_000278","3","Day 7","Inactive_Socialite_Day_1_Scarcity_and_Impatience_T1","evening","Push","Inactive_Socialite_Day_1_Scarcity_and_Impatience_T2","night","Push","Inactive_Socialite_Day_1_Scarcity_and_Impatience_T3","night","Push","Inactive_Socialite_Day_1_Scarcity_and_Impatience_T4","night","In-App","Inactive_Socialite_Day_1_Scarcity_and_Impatience_T5","night","In-App","Inactive_Socialite_Day_1_Scarcity_and_Impatience_T1","early_morning","In-App","Inactive_Socialite_Day_1_Scarcity_and_Impatience_T2","early_morning","In-App","Inactive_Socialite_Day_1_Scarcity_and_Impatience_T3","mid_morning","In-App","Inactive_Socialite_Day_1_Scarcity_and_Impatience_T4","afternoon","In-App"
"USR_000279","5","Day 1","Dormant_Achiever_Day_1_Scarcity_and_Impatience_T1","night","Push","Dormant_Achiever_Day_1_Scarcity_and_Impatience_T2","early_morning","Push","Dormant_Achiever_Day_1_Scarcity_and_Impatience_T3","mid_morning","Push","Dormant_Achiever_Day_1_Scarcity_and_Impatience_T4","mid_morning","In-App","Dormant_Achiever_Day_1_Scarcity_and_Impatience_T5","afternoon","In-App","Dormant_Achiever_Day_1_Scarcity_and_Impatience_T1","late_afternoon","In-App","Dormant_Achiever_Day_1_Scarcity_and_Impatience_T2","late_afternoon","In-App","Dormant_Achiever_Day_1_Scarcity_and_Impatience_T3","evening","In-App","Dormant_Achiever_Day_1_Scarcity_and_Impatience_T4","night","In-App"
"USR_000280","2","Day 36","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T1","night","Push","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T2","early_morning","Push","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T3","mid_morning","Push","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T4","mid_morning","In-App","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T5","afternoon","In-App","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T1","late_afternoon","In-App","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T2","late_afternoon","In-App","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T3","evening","In-App","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T4","night","In-App"
"USR_000281","3","Day 2","Inactive_Socialite_Day_1_Scarcity_and_Impatience_T1","mid_morning","Push","Inactive_Socialite_Day_1_Scarcity_and_Impatience_T2","afternoon","Push","Inactive_Socialite_Day_1_Scarcity_and_Impatience_T3","afternoon","Push","Inactive_Socialite_Day_1_Scarcity_and_Impatience_T4","late_afternoon","In-App","Inactive_Socialite_Day_1_Scarcity_and_Impatience_T5","evening","In-App","Inactive_Socialite_Day_1_Scarcity_and_Impatience_T1","evening","In-App","Inactive_Socialite_Day_1_Scarcity_and_Impatience_T2","night","In-App","Inactive_Socialite_Day_1_Scarcity_and_Impatience_T3","night","In-App","Inactive_Socialite_Day_1_Scarcity_and_Impatience_T4","night","In-App"
"USR_000282","7","Day 13","Paid_Competitive_Week_2_Ownership_and_Possession_T1","late_afternoon","Push","Paid_Competitive_Week_2_Ownership_and_Possession_T2","late_afternoon","Push","Paid_Competitive_Week_2_Ownership_and_Possession_T3","evening","Push","Paid_Competitive_Week_2_Ownership_and_Possession_T4","night","In-App","Paid_Competitive_Week_2_Ownership_and_Possession_T5","night","In-App","Paid_Competitive_Week_2_Ownership_and_Possession_T1","night","In-App","Paid_Competitive_Week_2_Ownership_and_Possession_T2","night","In-App","Paid_Competitive_Week_2_Ownership_and_Possession_T3","night","In-App","Paid_Competitive_Week_2_Ownership_and_Possession_T4","early_morning","In-App"
"USR_000283","7","Day 40","Paid_Competitive_Week_4_Ownership_and_Possession_T1","late_afternoon","Push","Paid_Competitive_Week_4_Ownership_and_Possession_T2","evening","Push","Paid_Competitive_Week_4_Ownership_and_Possession_T3","evening","Push","Paid_Competitive_Week_4_Ownership_and_Possession_T4","night","In-App","Paid_Competitive_Week_4_Ownership_and_Possession_T5","night","In-App","Paid_Competitive_Week_4_Ownership_and_Possession_T1","night","In-App","Paid_Competitive_Week_4_Ownership_and_Possession_T2","night","In-App","Paid_Competitive_Week_4_Ownership_and_Possession_T3","early_morning","In-App","Paid_Competitive_Week_4_Ownership_and_Possession_T4","early_morning","In-App"
"USR_000284","3","Day 3","Inactive_Socialite_Day_1_Scarcity_and_Impatience_T1","afternoon","Push","Inactive_Socialite_Day_1_Scarcity_and_Impatience_T2","afternoon","Push","Inactive_Socialite_Day_1_Scarcity_and_Impatience_T3","late_afternoon","Push","Inactive_Socialite_Day_1_Scarcity_and_Impatience_T4","evening","In-App","Inactive_Socialite_Day_1_Scarcity_and_Impatience_T5","evening","In-App","Inactive_Socialite_Day_1_Scarcity_and_Impatience_T1","night","In-App","Inactive_Socialite_Day_1_Scarcity_and_Impatience_T2","night","In-App","Inactive_Socialite_Day_1_Scarcity_and_Impatience_T3","night","In-App","Inactive_Socialite_Day_1_Scarcity_and_Impatience_T4","night","In-App"
"USR_000285","5","Day 0","Dormant_Achiever_Day_1_Scarcity_and_Impatience_T1","afternoon","Push","Dormant_Achiever_Day_1_Scarcity_and_Impatience_T2","late_afternoon","Push","Dormant_Achiever_Day_1_Scarcity_and_Impatience_T3","late_afternoon","Push","Dormant_Achiever_Day_1_Scarcity_and_Impatience_T4","evening","In-App","Dormant_Achiever_Day_1_Scarcity_and_Impatience_T5","night","In-App","Dormant_Achiever_Day_1_Scarcity_and_Impatience_T1","night","In-App","Dormant_Achiever_Day_1_Scarcity_and_Impatience_T2","night","In-App","Dormant_Achiever_Day_1_Scarcity_and_Impatience_T3","night","In-App","Dormant_Achiever_Day_1_Scarcity_and_Impatience_T4","night","In-App"
"USR_000286","4","Day 16","Dormant_Social_Day_1_Unpredictability_T1","late_afternoon","Push","Dormant_Social_Day_1_Unpredictability_T2","evening","Push","Dormant_Social_Day_1_Unpredictability_T3","evening","Push","Dormant_Social_Day_1_Unpredictability_T4","night","In-App","Dormant_Social_Day_1_Unpredictability_T5","night","In-App","Dormant_Social_Day_1_Unpredictability_T1","night","In-App","Dormant_Social_Day_1_Unpredictability_T2","night","In-App","Dormant_Social_Day_1_Unpredictability_T3","early_morning","In-App","Dormant_Social_Day_1_Unpredictability_T4","early_morning","In-App"
"USR_000287","7","Day 31","Paid_Competitive_Week_4_Ownership_and_Possession_T1","afternoon","Push","Paid_Competitive_Week_4_Ownership_and_Possession_T2","afternoon","Push","Paid_Competitive_Week_4_Ownership_and_Possession_T3","late_afternoon","Push","Paid_Competitive_Week_4_Ownership_and_Possession_T4","evening","In-App","Paid_Competitive_Week_4_Ownership_and_Possession_T5","evening","In-App","Paid_Competitive_Week_4_Ownership_and_Possession_T1","night","In-App","Paid_Competitive_Week_4_Ownership_and_Possession_T2","night","In-App","Paid_Competitive_Week_4_Ownership_and_Possession_T3","night","In-App","Paid_Competitive_Week_4_Ownership_and_Possession_T4","night","In-App"
"USR_000288","2","Day 113","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T1","early_morning","Push","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T2","early_morning","Push","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T3","mid_morning","Push","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T4","afternoon","In-App","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T5","afternoon","In-App","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T1","late_afternoon","In-App","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T2","evening","In-App","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T3","evening","In-App","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T4","night","In-App"
"USR_000289","0","Day 140","Inactive_Socialite_Day_1_Unpredictability_T1","afternoon","Push","Inactive_Socialite_Day_1_Unpredictability_T2","afternoon","Push","Inactive_Socialite_Day_1_Unpredictability_T3","late_afternoon","Push","Inactive_Socialite_Day_1_Unpredictability_T4","evening","In-App","Inactive_Socialite_Day_1_Unpredictability_T5","evening","In-App","Inactive_Socialite_Day_1_Unpredictability_T1","night","In-App","Inactive_Socialite_Day_1_Unpredictability_T2","night","In-App","Inactive_Socialite_Day_1_Unpredictability_T3","night","In-App","Inactive_Socialite_Day_1_Unpredictability_T4","night","In-App"
"USR_000290","4","Day 68","Dormant_Social_Day_1_Unpredictability_T1","early_morning","Push","Dormant_Social_Day_1_Unpredictability_T2","mid_morning","Push","Dormant_Social_Day_1_Unpredictability_T3","mid_morning","Push","Dormant_Social_Day_1_Unpredictability_T4","afternoon","In-App","Dormant_Social_Day_1_Unpredictability_T5","late_afternoon","In-App","Dormant_Social_Day_1_Unpredictability_T1","late_afternoon","In-App","Dormant_Social_Day_1_Unpredictability_T2","evening","In-App","Dormant_Social_Day_1_Unpredictability_T3","night","In-App","Dormant_Social_Day_1_Unpredictability_T4","night","In-App"
"USR_000291","6","Day 6","Dormant_Scholar_Day_1_Creativity_and_Feedback_T1","evening","Push","Dormant_Scholar_Day_1_Creativity_and_Feedback_T2","night","Push","Dormant_Scholar_Day_1_Creativity_and_Feedback_T3","night","Push","Dormant_Scholar_Day_1_Creativity_and_Feedback_T4","night","In-App","Dormant_Scholar_Day_1_Creativity_and_Feedback_T5","night","In-App","Dormant_Scholar_Day_1_Creativity_and_Feedback_T1","early_morning","In-App","Dormant_Scholar_Day_1_Creativity_and_Feedback_T2","early_morning","In-App","Dormant_Scholar_Day_1_Creativity_and_Feedback_T3","mid_morning","In-App","Dormant_Scholar_Day_1_Creativity_and_Feedback_T4","afternoon","In-App"
"USR_000292","2","Day 34","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T1","early_morning","Push","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T2","mid_morning","Push","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T3","afternoon","Push","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T4","afternoon","In-App","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T5","late_afternoon","In-App","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T1","evening","In-App","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T2","evening","In-App","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T3","night","In-App","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T4","night","In-App"
"USR_000293","0","Day 71","Inactive_Socialite_Day_1_Unpredictability_T1","late_afternoon","Push","Inactive_Socialite_Day_1_Unpredictability_T2","late_afternoon","Push","Inactive_Socialite_Day_1_Unpredictability_T3","evening","Push","Inactive_Socialite_Day_1_Unpredictability_T4","night","In-App","Inactive_Socialite_Day_1_Unpredictability_T5","night","In-App","Inactive_Socialite_Day_1_Unpredictability_T1","night","In-App","Inactive_Socialite_Day_1_Unpredictability_T2","night","In-App","Inactive_Socialite_Day_1_Unpredictability_T3","night","In-App","Inactive_Socialite_Day_1_Unpredictability_T4","early_morning","In-App"
"USR_000294","4","Day 52","Dormant_Social_Day_1_Unpredictability_T1","late_afternoon","Push","Dormant_Social_Day_1_Unpredictability_T2","evening","Push","Dormant_Social_Day_1_Unpredictability_T3","night","Push","Dormant_Social_Day_1_Unpredictability_T4","night","In-App","Dormant_Social_Day_1_Unpredictability_T5","night","In-App","Dormant_Social_Day_1_Unpredictability_T1","night","In-App","Dormant_Social_Day_1_Unpredictability_T2","night","In-App","Dormant_Social_Day_1_Unpredictability_T3","early_morning","In-App","Dormant_Social_Day_1_Unpredictability_T4","mid_morning","In-App"
"USR_000295","1","Day 7","Inactive_Social_Learners_Day_1_Social_Influence_T1","late_afternoon","Push","Inactive_Social_Learners_Day_1_Social_Influence_T2","late_afternoon","Push","Inactive_Social_Learners_Day_1_Social_Influence_T3","evening","Push","Inactive_Social_Learners_Day_1_Social_Influence_T4","night","In-App","Inactive_Social_Learners_Day_1_Social_Influence_T5","night","In-App","Inactive_Social_Learners_Day_1_Social_Influence_T1","night","In-App","Inactive_Social_Learners_Day_1_Social_Influence_T2","night","In-App","Inactive_Social_Learners_Day_1_Social_Influence_T3","night","In-App","Inactive_Social_Learners_Day_1_Social_Influence_T4","early_morning","In-App"
"USR_000296","0","Day 70","Inactive_Socialite_Day_1_Unpredictability_T1","evening","Push","Inactive_Socialite_Day_1_Unpredictability_T2","night","Push","Inactive_Socialite_Day_1_Unpredictability_T3","night","Push","Inactive_Socialite_Day_1_Unpredictability_T4","night","In-App","Inactive_Socialite_Day_1_Unpredictability_T5","night","In-App","Inactive_Socialite_Day_1_Unpredictability_T1","night","In-App","Inactive_Socialite_Day_1_Unpredictability_T2","early_morning","In-App","Inactive_Socialite_Day_1_Unpredictability_T3","mid_morning","In-App","Inactive_Socialite_Day_1_Unpredictability_T4","mid_morning","In-App"
"USR_000297","3","Day 5","Inactive_Socialite_Day_1_Scarcity_and_Impatience_T1","early_morning","Push","Inactive_Socialite_Day_1_Scarcity_and_Impatience_T2","mid_morning","Push","Inactive_Socialite_Day_1_Scarcity_and_Impatience_T3","mid_morning","Push","Inactive_Socialite_Day_1_Scarcity_and_Impatience_T4","afternoon","In-App","Inactive_Socialite_Day_1_Scarcity_and_Impatience_T5","late_afternoon","In-App","Inactive_Socialite_Day_1_Scarcity_and_Impatience_T1","late_afternoon","In-App","Inactive_Socialite_Day_1_Scarcity_and_Impatience_T2","evening","In-App","Inactive_Socialite_Day_1_Scarcity_and_Impatience_T3","night","In-App","Inactive_Socialite_Day_1_Scarcity_and_Impatience_T4","night","In-App"
"USR_000298","5","Day 4","Dormant_Achiever_Day_1_Scarcity_and_Impatience_T1","night","Push","Dormant_Achiever_Day_1_Scarcity_and_Impatience_T2","night","Push","Dormant_Achiever_Day_1_Scarcity_and_Impatience_T3","night","Push","Dormant_Achiever_Day_1_Scarcity_and_Impatience_T4","night","In-App","Dormant_Achiever_Day_1_Scarcity_and_Impatience_T5","night","In-App","Dormant_Achiever_Day_1_Scarcity_and_Impatience_T1","early_morning","In-App","Dormant_Achiever_Day_1_Scarcity_and_Impatience_T2","mid_morning","In-App","Dormant_Achiever_Day_1_Scarcity_and_Impatience_T3","mid_morning","In-App","Dormant_Achiever_Day_1_Scarcity_and_Impatience_T4","afternoon","In-App"
"USR_000299","0","Day 153","Inactive_Socialite_Day_1_Unpredictability_T1","evening","Push","Inactive_Socialite_Day_1_Unpredictability_T2","night","Push","Inactive_Socialite_Day_1_Unpredictability_T3","night","Push","Inactive_Socialite_Day_1_Unpredictability_T4","night","In-App","Inactive_Socialite_Day_1_Unpredictability_T5","night","In-App","Inactive_Socialite_Day_1_Unpredictability_T1","early_morning","In-App","Inactive_Socialite_Day_1_Unpredictability_T2","early_morning","In-App","Inactive_Socialite_Day_1_Unpredictability_T3","mid_morning","In-App","Inactive_Socialite_Day_1_Unpredictability_T4","afternoon","In-App"
"USR_000300","0","Day 132","Inactive_Socialite_Day_1_Unpredictability_T1","late_afternoon","Push","Inactive_Socialite_Day_1_Unpredictability_T2","late_afternoon","Push","Inactive_Socialite_Day_1_Unpredictability_T3","evening","Push","Inactive_Socialite_Day_1_Unpredictability_T4","night","In-App","Inactive_Socialite_Day_1_Unpredictability_T5","night","In-App","Inactive_Socialite_Day_1_Unpredictability_T1","night","In-App","Inactive_Socialite_Day_1_Unpredictability_T2","night","In-App","Inactive_Socialite_Day_1_Unpredictability_T3","night","In-App","Inactive_Socialite_Day_1_Unpredictability_T4","early_morning","In-App"
"USR_000301","4","Day 44","Dormant_Social_Day_1_Unpredictability_T1","afternoon","Push","Dormant_Social_Day_1_Unpredictability_T2","afternoon","Push","Dormant_Social_Day_1_Unpredictability_T3","late_afternoon","Push","Dormant_Social_Day_1_Unpredictability_T4","evening","In-App","Dormant_Social_Day_1_Unpredictability_T5","evening","In-App","Dormant_Social_Day_1_Unpredictability_T1","night","In-App","Dormant_Social_Day_1_Unpredictability_T2","night","In-App","Dormant_Social_Day_1_Unpredictability_T3","night","In-App","Dormant_Social_Day_1_Unpredictability_T4","night","In-App"
"USR_000302","4","Day 83","Dormant_Social_Day_1_Unpredictability_T1","afternoon","Push","Dormant_Social_Day_1_Unpredictability_T2","afternoon","Push","Dormant_Social_Day_1_Unpredictability_T3","late_afternoon","Push","Dormant_Social_Day_1_Unpredictability_T4","evening","In-App","Dormant_Social_Day_1_Unpredictability_T5","evening","In-App","Dormant_Social_Day_1_Unpredictability_T1","night","In-App","Dormant_Social_Day_1_Unpredictability_T2","night","In-App","Dormant_Social_Day_1_Unpredictability_T3","night","In-App","Dormant_Social_Day_1_Unpredictability_T4","night","In-App"
"USR_000303","0","Day 87","Inactive_Socialite_Day_1_Unpredictability_T1","night","Push","Inactive_Socialite_Day_1_Unpredictability_T2","night","Push","Inactive_Socialite_Day_1_Unpredictability_T3","night","Push","Inactive_Socialite_Day_1_Unpredictability_T4","night","In-App","Inactive_Socialite_Day_1_Unpredictability_T5","night","In-App","Inactive_Socialite_Day_1_Unpredictability_T1","early_morning","In-App","Inactive_Socialite_Day_1_Unpredictability_T2","mid_morning","In-App","Inactive_Socialite_Day_1_Unpredictability_T3","mid_morning","In-App","Inactive_Socialite_Day_1_Unpredictability_T4","afternoon","In-App"
"USR_000304","4","Day 33","Dormant_Social_Day_1_Unpredictability_T1","afternoon","Push","Dormant_Social_Day_1_Unpredictability_T2","afternoon","Push","Dormant_Social_Day_1_Unpredictability_T3","late_afternoon","Push","Dormant_Social_Day_1_Unpredictability_T4","evening","In-App","Dormant_Social_Day_1_Unpredictability_T5","evening","In-App","Dormant_Social_Day_1_Unpredictability_T1","night","In-App","Dormant_Social_Day_1_Unpredictability_T2","night","In-App","Dormant_Social_Day_1_Unpredictability_T3","night","In-App","Dormant_Social_Day_1_Unpredictability_T4","night","In-App"
"USR_000305","2","Day 97","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T1","evening","Push","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T2","night","Push","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T3","night","Push","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T4","night","In-App","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T5","night","In-App","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T1","early_morning","In-App","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T2","early_morning","In-App","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T3","mid_morning","In-App","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T4","afternoon","In-App"
"USR_000306","7","Day 102","Paid_Competitive_Week_4_Ownership_and_Possession_T1","evening","Push","Paid_Competitive_Week_4_Ownership_and_Possession_T2","night","Push","Paid_Competitive_Week_4_Ownership_and_Possession_T3","night","Push","Paid_Competitive_Week_4_Ownership_and_Possession_T4","night","In-App","Paid_Competitive_Week_4_Ownership_and_Possession_T5","night","In-App","Paid_Competitive_Week_4_Ownership_and_Possession_T1","night","In-App","Paid_Competitive_Week_4_Ownership_and_Possession_T2","early_morning","In-App","Paid_Competitive_Week_4_Ownership_and_Possession_T3","mid_morning","In-App","Paid_Competitive_Week_4_Ownership_and_Possession_T4","mid_morning","In-App"
"USR_000307","2","Day 96","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T1","afternoon","Push","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T2","late_afternoon","Push","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T3","evening","Push","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T4","evening","In-App","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T5","night","In-App","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T1","night","In-App","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T2","night","In-App","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T3","night","In-App","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T4","early_morning","In-App"
"USR_000308","1","Day 3","Inactive_Social_Learners_Day_1_Social_Influence_T1","night","Push","Inactive_Social_Learners_Day_1_Social_Influence_T2","night","Push","Inactive_Social_Learners_Day_1_Social_Influence_T3","night","Push","Inactive_Social_Learners_Day_1_Social_Influence_T4","night","In-App","Inactive_Social_Learners_Day_1_Social_Influence_T5","night","In-App","Inactive_Social_Learners_Day_1_Social_Influence_T1","early_morning","In-App","Inactive_Social_Learners_Day_1_Social_Influence_T2","mid_morning","In-App","Inactive_Social_Learners_Day_1_Social_Influence_T3","mid_morning","In-App","Inactive_Social_Learners_Day_1_Social_Influence_T4","afternoon","In-App"
"USR_000309","2","Day 26","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T1","mid_morning","Push","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T2","afternoon","Push","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T3","late_afternoon","Push","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T4","late_afternoon","In-App","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T5","evening","In-App","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T1","night","In-App","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T2","night","In-App","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T3","night","In-App","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T4","night","In-App"
"USR_000310","0","Day 131","Inactive_Socialite_Day_1_Unpredictability_T1","mid_morning","Push","Inactive_Socialite_Day_1_Unpredictability_T2","mid_morning","Push","Inactive_Socialite_Day_1_Unpredictability_T3","afternoon","Push","Inactive_Socialite_Day_1_Unpredictability_T4","late_afternoon","In-App","Inactive_Socialite_Day_1_Unpredictability_T5","late_afternoon","In-App","Inactive_Socialite_Day_1_Unpredictability_T1","evening","In-App","Inactive_Socialite_Day_1_Unpredictability_T2","night","In-App","Inactive_Socialite_Day_1_Unpredictability_T3","night","In-App","Inactive_Socialite_Day_1_Unpredictability_T4","night","In-App"
"USR_000311","3","Day 1","Inactive_Socialite_Day_1_Scarcity_and_Impatience_T1","evening","Push","Inactive_Socialite_Day_1_Scarcity_and_Impatience_T2","night","Push","Inactive_Socialite_Day_1_Scarcity_and_Impatience_T3","night","Push","Inactive_Socialite_Day_1_Scarcity_and_Impatience_T4","night","In-App","Inactive_Socialite_Day_1_Scarcity_and_Impatience_T5","night","In-App","Inactive_Socialite_Day_1_Scarcity_and_Impatience_T1","night","In-App","Inactive_Socialite_Day_1_Scarcity_and_Impatience_T2","early_morning","In-App","Inactive_Socialite_Day_1_Scarcity_and_Impatience_T3","mid_morning","In-App","Inactive_Socialite_Day_1_Scarcity_and_Impatience_T4","mid_morning","In-App"
"USR_000312","6","Day 6","Dormant_Scholar_Day_1_Creativity_and_Feedback_T1","evening","Push","Dormant_Scholar_Day_1_Creativity_and_Feedback_T2","night","Push","Dormant_Scholar_Day_1_Creativity_and_Feedback_T3","night","Push","Dormant_Scholar_Day_1_Creativity_and_Feedback_T4","night","In-App","Dormant_Scholar_Day_1_Creativity_and_Feedback_T5","night","In-App","Dormant_Scholar_Day_1_Creativity_and_Feedback_T1","early_morning","In-App","Dormant_Scholar_Day_1_Creativity_and_Feedback_T2","early_morning","In-App","Dormant_Scholar_Day_1_Creativity_and_Feedback_T3","mid_morning","In-App","Dormant_Scholar_Day_1_Creativity_and_Feedback_T4","afternoon","In-App"
"USR_000313","4","Day 48","Dormant_Social_Day_1_Unpredictability_T1","evening","Push","Dormant_Social_Day_1_Unpredictability_T2","night","Push","Dormant_Social_Day_1_Unpredictability_T3","night","Push","Dormant_Social_Day_1_Unpredictability_T4","night","In-App","Dormant_Social_Day_1_Unpredictability_T5","night","In-App","Dormant_Social_Day_1_Unpredictability_T1","early_morning","In-App","Dormant_Social_Day_1_Unpredictability_T2","early_morning","In-App","Dormant_Social_Day_1_Unpredictability_T3","mid_morning","In-App","Dormant_Social_Day_1_Unpredictability_T4","afternoon","In-App"
"USR_000314","2","Day 77","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T1","night","Push","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T2","night","Push","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T3","night","Push","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T4","night","In-App","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T5","night","In-App","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T1","early_morning","In-App","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T2","mid_morning","In-App","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T3","mid_morning","In-App","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T4","afternoon","In-App"
"USR_000315","2","Day 104","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T1","late_afternoon","Push","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T2","late_afternoon","Push","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T3","evening","Push","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T4","night","In-App","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T5","night","In-App","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T1","night","In-App","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T2","night","In-App","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T3","night","In-App","Paid_Social_Achiever_Week_4_Creativity_and_Feedback_T4","early_morning","In-App"
"USR_000316","5","Day 6","Dormant_Achiever_Day_1_Scarcity_and_Impatience_T1","afternoon","Push","Dormant_Achiever_Day_1_Scarcity_and_Impatience_T2","afternoon","Push","Dormant_Achiever_Day_1_Scarcity_and_Impatience_T3","late_afternoon","Push","Dormant_Achiever_Day_1_Scarcity_and_Impatience_T4","evening","In-App","Dormant_Achiever_Day_1_Scarcity_and_Impatience_T5","evening","In-App","Dormant_Achiever_Day_1_Scarcity_and_Impatience_T1","night","In-App","Dormant_Achiever_Day_1_Scarcity_and_Impatience_T2","night","In-App","Dormant_Achiever_Day_1_Scarcity_and_Impatience_T3","night","In-App","Dormant_Achiever_Day_1_Scarcity_and_Impatience_T4","night","In-App"
